"Lokasyon","Kabinet","Host Name","OS","Host Group","Protocol","Provisioned (TB)","Host WWN"
"Istanbul","PURE_07B","PURE-EE18-005:ATLTSTRAC01","AIX","PURE-EE18-005:ATLTSTRAC0102","FC","0","c0:50:76:0b:14:0d:00:90 | c0:50:76:0b:14:0d:00:91 | c0:50:76:0b:14:0d:00:92 | c0:50:76:0b:14:0d:00:93 | c0:50:76:0b:14:0d:00:94 | c0:50:76:0b:14:0d:00:95 | c0:50:76:0b:14:0d:00:96 | c0:50:76:0b:14:0d:00:97 | c0:50:76:0b:14:0d:00:98 | c0:50:76:0b:14:0d:00:99 | c0:50:76:0b:14:0d:00:9a | c0:50:76:0b:14:0d:00:9b | c0:50:76:0b:14:0d:00:9c | c0:50:76:0b:14:0d:00:9d | c0:50:76:0b:14:0d:00:9e | c0:50:76:0b:14:0d:00:9f"
"Istanbul","PURE_07B","PURE-EE18-005:ATLTSTRAC02","AIX","PURE-EE18-005:ATLTSTRAC0102","FC","0","c0:50:76:0b:14:0e:00:98 | c0:50:76:0b:14:0e:00:99 | c0:50:76:0b:14:0e:00:9a | c0:50:76:0b:14:0e:00:9b | c0:50:76:0b:14:0e:00:9c | c0:50:76:0b:14:0e:00:9d | c0:50:76:0b:14:0e:00:9e | c0:50:76:0b:14:0e:00:9f | c0:50:76:0b:14:0e:00:a0 | c0:50:76:0b:14:0e:00:a1 | c0:50:76:0b:14:0e:00:a2 | c0:50:76:0b:14:0e:00:a3 | c0:50:76:0b:14:0e:00:a4 | c0:50:76:0b:14:0e:00:a5 | c0:50:76:0b:14:0e:00:a6 | c0:50:76:0b:14:0e:00:a7"
"Istanbul","PURE_07B","PURE-EE18-005:ELKPRDDAT12","Linux","","FC","0","10:00:94:40:c9:d4:d7:2d | 10:00:94:40:c9:d4:d7:42"
"Istanbul","PURE_07B","PURE-EE18-005:GENTSTRAC01","AIX","PURE-EE18-005:GENTSTRAC0102","FC","0","c0:50:76:04:35:a0:04:04 | c0:50:76:04:35:a0:04:05 | c0:50:76:04:35:a0:04:06 | c0:50:76:04:35:a0:04:07 | c0:50:76:04:35:a0:04:08 | c0:50:76:04:35:a0:04:09 | c0:50:76:04:35:a0:04:0a | c0:50:76:04:35:a0:04:0b | c0:50:76:04:35:a0:04:0c | c0:50:76:04:35:a0:04:0d | c0:50:76:04:35:a0:04:0e | c0:50:76:04:35:a0:04:0f | c0:50:76:04:35:a0:04:10 | c0:50:76:04:35:a0:04:11 | c0:50:76:04:35:a0:04:12 | c0:50:76:04:35:a0:04:13"
"Istanbul","PURE_07B","PURE-EE18-005:GENTSTRAC02","AIX","PURE-EE18-005:GENTSTRAC0102","FC","0","c0:50:76:04:36:13:03:7a | c0:50:76:04:36:13:03:7b | c0:50:76:04:36:13:03:7c | c0:50:76:04:36:13:03:7d | c0:50:76:04:36:13:03:7e | c0:50:76:04:36:13:03:7f | c0:50:76:04:36:13:03:80 | c0:50:76:04:36:13:03:81 | c0:50:76:04:36:13:03:82 | c0:50:76:04:36:13:03:83 | c0:50:76:04:36:13:03:84 | c0:50:76:04:36:13:03:85 | c0:50:76:04:36:13:03:86 | c0:50:76:04:36:13:03:87 | c0:50:76:04:36:13:03:88 | c0:50:76:04:36:13:03:89"
"Istanbul","PURE_07B","PURE-EE18-005:SEAPRDRAC02","AIX","PURE-EE18-005:SEAPRDRAC","FC","0","c0:50:76:0c:11:6c:00:82 | c0:50:76:0c:11:6c:00:83 | c0:50:76:0c:11:6c:00:84 | c0:50:76:0c:11:6c:00:85 | c0:50:76:0c:11:6c:00:86 | c0:50:76:0c:11:6c:00:87 | c0:50:76:0c:11:6c:00:88 | c0:50:76:0c:11:6c:00:89 | c0:50:76:0c:11:6c:00:8a | c0:50:76:0c:11:6c:00:8b | c0:50:76:0c:11:6c:00:8c | c0:50:76:0c:11:6c:00:8d | c0:50:76:0c:11:6c:00:8e | c0:50:76:0c:11:6c:00:8f | c0:50:76:0c:11:6c:00:90 | c0:50:76:0c:11:6c:00:91"
"Istanbul","PURE_07B","PURE-EE18-005:SEAPRDRAC01","AIX","PURE-EE18-005:SEAPRDRAC","FC","0","c0:50:76:0c:11:6a:00:5a | c0:50:76:0c:11:6a:00:5b | c0:50:76:0c:11:6a:00:5c | c0:50:76:0c:11:6a:00:5d | c0:50:76:0c:11:6a:00:5e | c0:50:76:0c:11:6a:00:5f | c0:50:76:0c:11:6a:00:60 | c0:50:76:0c:11:6a:00:61 | c0:50:76:0c:11:6a:00:62 | c0:50:76:0c:11:6a:00:63 | c0:50:76:0c:11:6a:00:64 | c0:50:76:0c:11:6a:00:65 | c0:50:76:0c:11:6a:00:66 | c0:50:76:0c:11:6a:00:67 | c0:50:76:0c:11:6a:00:68 | c0:50:76:0c:11:6a:00:69"
"Istanbul","PURE_07B","PURE-EE18-005:SDTSTDB02","AIX","","FC","0","c0:50:76:0b:14:0e:00:a8 | c0:50:76:0b:14:0e:00:a9 | c0:50:76:0b:14:0e:00:aa | c0:50:76:0b:14:0e:00:ab | c0:50:76:0b:14:0e:00:ac | c0:50:76:0b:14:0e:00:ad | c0:50:76:0b:14:0e:00:ae | c0:50:76:0b:14:0e:00:af | c0:50:76:0b:14:0e:00:b0 | c0:50:76:0b:14:0e:00:b1 | c0:50:76:0b:14:0e:00:b2 | c0:50:76:0b:14:0e:00:b3 | c0:50:76:0b:14:0e:00:b4 | c0:50:76:0b:14:0e:00:b5 | c0:50:76:0b:14:0e:00:b6 | c0:50:76:0b:14:0e:00:b7"
"Istanbul","PURE_07B","PURE-EE18-005:FEAGTPRDDB03","Linux","PURE-EE18-005:FEAGTPRDDB0304","FC","0","51:40:2e:c0:12:cc:d0:7c | 51:40:2e:c0:12:cc:d0:7e | 51:40:2e:c0:12:cc:ea:d8 | 51:40:2e:c0:12:cc:ea:da"
"Istanbul","PURE_07B","PURE-EE18-005:FEAGTPRDDB04","Linux","PURE-EE18-005:FEAGTPRDDB0304","FC","0","51:40:2e:c0:12:cc:ea:a4 | 51:40:2e:c0:12:cc:ea:a6 | 51:40:2e:c0:12:cc:ea:d0 | 51:40:2e:c0:12:cc:ea:d2"
"Istanbul","PURE_07B","PURE-EE18-005:PSTSTESX14","VMware ESX","PURE-EE18-005:PSTSTESX","FC","0","51:40:2e:c0:01:c8:5d:d8 | 51:40:2e:c0:01:c8:5d:da | 51:40:2e:c0:01:c8:5e:04 | 51:40:2e:c0:01:c8:5e:06"
"Istanbul","PURE_07B","PURE-EE18-005:PSTSTESX15","VMware ESX","PURE-EE18-005:PSTSTESX","FC","0","51:40:2e:c0:01:c8:5c:08 | 51:40:2e:c0:01:c8:5c:0a | 51:40:2e:c0:01:c8:5c:28 | 51:40:2e:c0:01:c8:5c:2a"
"Istanbul","PURE_07B","PURE-EE18-005:PSTSTESX16","VMware ESX","PURE-EE18-005:PSTSTESX","FC","0","51:40:2e:c0:01:c8:5a:3c | 51:40:2e:c0:01:c8:5a:3e | 51:40:2e:c0:01:c8:5c:3c | 51:40:2e:c0:01:c8:5c:3e"
"Istanbul","PURE_07B","PURE-EE18-005:TNGPRDRAC01","AIX","PURE-EE18-005:TNGPRDRAC0102","FC","0","c0:50:76:0c:11:6a:00:7a | c0:50:76:0c:11:6a:00:7b | c0:50:76:0c:11:6a:00:7c | c0:50:76:0c:11:6a:00:7d | c0:50:76:0c:11:6a:00:7e | c0:50:76:0c:11:6a:00:7f | c0:50:76:0c:11:6a:00:80 | c0:50:76:0c:11:6a:00:81 | c0:50:76:0c:11:6a:00:82 | c0:50:76:0c:11:6a:00:83 | c0:50:76:0c:11:6a:00:84 | c0:50:76:0c:11:6a:00:85 | c0:50:76:0c:11:6a:00:86 | c0:50:76:0c:11:6a:00:87 | c0:50:76:0c:11:6a:00:88 | c0:50:76:0c:11:6a:00:89"
"Istanbul","PURE_07B","PURE-EE18-005:TNGPRDRAC02","AIX","PURE-EE18-005:TNGPRDRAC0102","FC","0","c0:50:76:0c:11:6c:00:a2 | c0:50:76:0c:11:6c:00:a3 | c0:50:76:0c:11:6c:00:a4 | c0:50:76:0c:11:6c:00:a5 | c0:50:76:0c:11:6c:00:a6 | c0:50:76:0c:11:6c:00:a7 | c0:50:76:0c:11:6c:00:a8 | c0:50:76:0c:11:6c:00:a9 | c0:50:76:0c:11:6c:00:aa | c0:50:76:0c:11:6c:00:ab | c0:50:76:0c:11:6c:00:ac | c0:50:76:0c:11:6c:00:ad | c0:50:76:0c:11:6c:00:ae | c0:50:76:0c:11:6c:00:af | c0:50:76:0c:11:6c:00:b0 | c0:50:76:0c:11:6c:00:b1"
"Istanbul","PURE_07B","PURE-EE18-005:CLWPRDGENGPU1101","Linux","","FC","0","10:00:b4:7a:f1:d2:e7:30 | 10:00:b4:7a:f1:d2:e7:39"
"Istanbul","PURE_07B","PURE-EE18-005:CLWPRDGENGPU1102","Linux","","FC","0","10:00:b4:7a:f1:d2:e7:2a | 10:00:b4:7a:f1:d2:e7:2d"
"Istanbul","PURE_07B","PURE-EE18-005:CLWPRDGENGPU1103","Linux","","FC","0","10:00:b4:7a:f1:d2:d7:30 | 10:00:b4:7a:f1:d2:e7:3c"
"Istanbul","PURE_07B","PURE-EE18-005:CLWPRDGENGPU1104","Linux","","FC","0","10:00:b4:7a:f1:d2:7a:78 | 10:00:b4:7a:f1:d2:7a:bd"
"Istanbul","PURE_07B","PURE-EE18-005:CLWPRDGENGPU1004","Linux","","FC","0","10:00:b4:7a:f1:d2:e7:06 | 10:00:b4:7a:f1:d2:e7:09"
"Istanbul","PURE_07B","PURE-EE18-005:PSTSTESX17","VMware ESX","PURE-EE18-005:PSTSTESX","FC","0","51:40:2e:c0:01:c8:5d:dc | 51:40:2e:c0:01:c8:5d:de | 51:40:2e:c0:01:c8:5d:fc | 51:40:2e:c0:01:c8:5d:fe"
"Istanbul","PURE_07B","PURE-EE18-005:PSTSTESX18","VMware ESX","PURE-EE18-005:PSTSTESX","FC","0","51:40:2e:c0:01:c8:5d:e8 | 51:40:2e:c0:01:c8:5d:ea | 51:40:2e:c0:01:c8:5e:08 | 51:40:2e:c0:01:c8:5e:0a"
"Istanbul","PURE_07B","PURE-EE18-005:SCMPRDDB02","Linux","","FC","0","51:40:2e:c0:12:3f:cc:58 | 51:40:2e:c0:12:3f:cc:e8"
"Istanbul","PURE_07B","PURE-EE18-005:FEPRDVM02","VMware ESX","PURE-EE18-005:HG-FEPRDVM-UNIX","FC","0","10:00:1c:98:ec:09:db:12 | 10:00:1c:98:ec:09:eb:26"
"Istanbul","PURE_07B","PURE-EE18-005:FEPRDVM01","VMware ESX","PURE-EE18-005:HG-FEPRDVM-UNIX","FC","0","10:00:b4:7a:f1:d2:07:ab | 10:00:b4:7a:f1:d2:30:9c"
"Istanbul","PURE_07B","PURE-EE18-005:FEPRDVM03","VMware ESX","PURE-EE18-005:HG-FEPRDVM-UNIX","FC","0","51:40:2e:c0:12:cb:7e:d8 | 51:40:2e:c0:12:cb:8c:dc"
"Istanbul","PURE_07B","PURE-EE18-005:FEPRDVM04","VMware ESX","PURE-EE18-005:HG-FEPRDVM-UNIX","FC","0","51:40:2e:c0:12:cb:81:7c | 51:40:2e:c0:12:cb:85:64"
"Istanbul","PURE_07B","PURE-EE18-005:FEPRDVM07","VMware ESX","PURE-EE18-005:HG-FEPRDVM-UNIX","FC","0","51:40:2e:c0:01:cb:3b:48 | 51:40:2e:c0:01:cb:3b:5a"
"Istanbul","PURE_07B","PURE-EE18-005:FEPRDVM08","VMware ESX","PURE-EE18-005:HG-FEPRDVM-UNIX","FC","0","51:40:2e:c0:01:cb:3b:72 | 51:40:2e:c0:01:cb:3c:c2"
"Istanbul","PURE_07B","PURE-EE18-005:ELKPRDDAT13","Linux","","FC","0","10:00:70:b7:e4:24:11:15 | 10:00:70:b7:e4:24:11:cd"
"Istanbul","PURE_07B","PURE-EE18-005:INSTAPRDAPP02","Linux","","FC","0","10:00:70:b7:e4:24:10:f9 | 10:00:70:b7:e4:24:11:b8"
"Istanbul","PURE_07B","PURE-EE18-005:ALOPRDKFK18","Linux","","FC","0","10:00:70:b7:e4:24:10:76 | 10:00:70:b7:e4:24:11:03"
"Istanbul","PURE_07B","PURE-EE18-005:ALOPRDKFK19","Linux","","FC","0","10:00:70:b7:e4:24:0f:ae | 10:00:70:b7:e4:24:10:0a"
"Istanbul","PURE_07B","PURE-EE18-005:SEATSTRAC01","AIX","PURE-EE18-005:SEATSTRAC","FC","0","c0:50:76:0c:11:6a:00:6a | c0:50:76:0c:11:6a:00:6b | c0:50:76:0c:11:6a:00:6c | c0:50:76:0c:11:6a:00:6d | c0:50:76:0c:11:6a:00:6e | c0:50:76:0c:11:6a:00:6f | c0:50:76:0c:11:6a:00:70 | c0:50:76:0c:11:6a:00:71 | c0:50:76:0c:11:6a:00:72 | c0:50:76:0c:11:6a:00:73 | c0:50:76:0c:11:6a:00:74 | c0:50:76:0c:11:6a:00:75 | c0:50:76:0c:11:6a:00:76 | c0:50:76:0c:11:6a:00:77 | c0:50:76:0c:11:6a:00:78 | c0:50:76:0c:11:6a:00:79"
"Istanbul","PURE_07B","PURE-EE18-005:SEATSTRAC02","AIX","PURE-EE18-005:SEATSTRAC","FC","0","c0:50:76:0c:11:6c:00:92 | c0:50:76:0c:11:6c:00:93 | c0:50:76:0c:11:6c:00:94 | c0:50:76:0c:11:6c:00:95 | c0:50:76:0c:11:6c:00:96 | c0:50:76:0c:11:6c:00:97 | c0:50:76:0c:11:6c:00:98 | c0:50:76:0c:11:6c:00:99 | c0:50:76:0c:11:6c:00:9a | c0:50:76:0c:11:6c:00:9b | c0:50:76:0c:11:6c:00:9c | c0:50:76:0c:11:6c:00:9d | c0:50:76:0c:11:6c:00:9e | c0:50:76:0c:11:6c:00:9f | c0:50:76:0c:11:6c:00:a0 | c0:50:76:0c:11:6c:00:a1"
"Istanbul","PURE_07B","PURE-EE18-005:FEPRDVM05","VMware ESX","PURE-EE18-005:HG-FEPRDVM-UNIX","FC","0","10:00:70:b7:e4:22:85:a0 | 10:00:70:b7:e4:22:85:bd"
"Istanbul","PURE_07B","PURE-EE18-005:FEPRDVM06","VMware ESX","PURE-EE18-005:HG-FEPRDVM-UNIX","FC","0","10:00:70:b7:e4:24:12:a5 | 10:00:70:b7:e4:24:13:49"
"Istanbul","PURE_07B","PURE-EE18-005:PSPRDESX31","VMware ESX","PURE-EE18-005:PSPRDESX","FC","0","10:00:70:b7:e4:24:13:60 | 10:00:70:b7:e4:24:13:61 | 10:00:70:b7:e4:24:13:66 | 10:00:70:b7:e4:24:13:67"
"Istanbul","PURE_07B","PURE-EE18-005:FBPRDESX90","VMware ESX","PURE-EE18-005:FBPRDESX-SQL","FC","0","10:00:70:b7:e4:20:f2:99 | 10:00:70:b7:e4:20:f2:9a | 10:00:70:b7:e4:20:f5:1b | 10:00:70:b7:e4:20:f5:1c"
"Istanbul","PURE_07B","PURE-EE18-005:FBPRDESX91","VMware ESX","PURE-EE18-005:FBPRDESX-SQL","FC","0","10:00:70:b7:e4:20:f4:54 | 10:00:70:b7:e4:20:f4:55 | 10:00:70:b7:e4:24:14:5a | 10:00:70:b7:e4:24:14:5b"
"Istanbul","PURE_07B","PURE-EE18-005:FBPRDESX94","VMware ESX","PURE-EE18-005:FBPRDESX-SQL","FC","0","10:00:70:b7:e4:24:15:2d | 10:00:70:b7:e4:24:15:2e | 10:00:70:b7:e4:24:15:c9 | 10:00:70:b7:e4:24:15:ca"
"Istanbul","PURE_07B","PURE-EE18-005:FBPRDESX95","VMware ESX","PURE-EE18-005:FBPRDESX-SQL","FC","0","10:00:70:b7:e4:24:15:7e | 10:00:70:b7:e4:24:15:7f | 10:00:70:b7:e4:24:15:ba | 10:00:70:b7:e4:24:15:bb"
"Istanbul","PURE_07B","PURE-EE18-005:FBPRDESX96","Linux","PURE-EE18-005:FBPRDESX-SQL","FC","0","10:00:70:b7:e4:24:15:ab | 10:00:70:b7:e4:24:15:ac | 10:00:70:b7:e4:24:15:b7 | 10:00:70:b7:e4:24:15:b8"
"Istanbul","PURE_07B","PURE-EE18-005:PSPRDESX23","VMware ESX","PURE-EE18-005:PSPRDESX","FC","0","10:00:00:10:9b:dd:e9:3f | 10:00:00:10:9b:dd:eb:18"
"Istanbul","PURE_07B","PURE-EE18-005:PSPRDESX24","VMware ESX","PURE-EE18-005:PSPRDESX","FC","0","10:00:00:10:9b:dd:ea:ea | 10:00:00:10:9b:dd:eb:66"
"Istanbul","PURE_07B","PURE-EE18-005:PSPRDESX30","VMware ESX","PURE-EE18-005:PSPRDESX","FC","0","10:00:70:b7:e4:24:13:8d | 10:00:70:b7:e4:24:13:8e | 10:00:70:b7:e4:24:15:4e | 10:00:70:b7:e4:24:15:4f"
"Istanbul","PURE_07B","PURE-EE18-005:PSPRDESX32","VMware ESX","PURE-EE18-005:PSPRDESX","FC","0","10:00:70:b7:e4:24:15:15 | 10:00:70:b7:e4:24:15:16 | 10:00:70:b7:e4:24:15:57 | 10:00:70:b7:e4:24:15:58"
"Istanbul","PURE_07B","PURE-EE18-005:PSPRDESX27","VMware ESX","PURE-EE18-005:PSPRDESX","FC","0","10:00:00:10:9b:dd:e9:61 | 10:00:00:10:9b:dd:eb:13"
"Istanbul","PURE_07B","PURE-EE18-005:PSPRDESX33","VMware ESX","PURE-EE18-005:PSPRDESX","FC","0","10:00:70:b7:e4:24:15:1e | 10:00:70:b7:e4:24:15:63"
"Istanbul","PURE_07B","PURE-EE18-005:PSPRDESX28","VMware ESX","PURE-EE18-005:PSTSTESX","FC","0","51:40:2e:c0:14:86:41:54 | 51:40:2e:c0:14:86:41:98"
"Istanbul","PURE_07B","PURE-EE18-005:PSPRDESX29","VMware ESX","PURE-EE18-005:PSTSTESX","FC","0","51:40:2e:c0:14:86:41:a4 | 51:40:2e:c0:14:86:41:ac"
"Istanbul","PURE_008","STOTSTAPP05","Linux","","FC","0","10:00:94:40:c9:d0:0b:b1 | 10:00:94:40:c9:d0:0b:b2 | 10:00:94:40:c9:d0:3b:63 | 10:00:94:40:c9:d0:3b:64 | 10:00:94:40:c9:d0:3b:72 | 10:00:94:40:c9:d0:3b:73 | 10:00:94:40:c9:d0:c6:6f | 10:00:94:40:c9:d0:c6:70"
"Istanbul","PURE_008","ECMPRDRAC03","AIX","ECMPRDRAC0304","FC","49.95","c0:50:76:08:a6:a5:01:62 | c0:50:76:08:a6:a5:01:63 | c0:50:76:08:a6:a5:01:64 | c0:50:76:08:a6:a5:01:65 | c0:50:76:08:a6:a5:01:66 | c0:50:76:08:a6:a5:01:67 | c0:50:76:08:a6:a5:01:68 | c0:50:76:08:a6:a5:01:69 | c0:50:76:08:a6:a5:01:6a | c0:50:76:08:a6:a5:01:6b | c0:50:76:08:a6:a5:01:6c | c0:50:76:08:a6:a5:01:6d | c0:50:76:08:a6:a5:01:6e | c0:50:76:08:a6:a5:01:6f | c0:50:76:08:a6:a5:01:70 | c0:50:76:08:a6:a5:01:71"
"Istanbul","PURE_008","ECMPRDRAC04","AIX","ECMPRDRAC0304","FC","49.95","c0:50:76:08:d4:e8:01:70 | c0:50:76:08:d4:e8:01:71 | c0:50:76:08:d4:e8:01:72 | c0:50:76:08:d4:e8:01:73 | c0:50:76:08:d4:e8:01:74 | c0:50:76:08:d4:e8:01:75 | c0:50:76:08:d4:e8:01:76 | c0:50:76:08:d4:e8:01:77 | c0:50:76:08:d4:e8:01:78 | c0:50:76:08:d4:e8:01:79 | c0:50:76:08:d4:e8:01:7a | c0:50:76:08:d4:e8:01:7b | c0:50:76:08:d4:e8:01:7c | c0:50:76:08:d4:e8:01:7d | c0:50:76:08:d4:e8:01:7e | c0:50:76:08:d4:e8:01:7f"
"Istanbul","PURE_008","ALOPRDKFK12","Linux","","FC","58.4","51:40:2e:c0:15:52:27:0c | 51:40:2e:c0:15:52:27:0e"
"Istanbul","PURE_008","ODIPRDAPP02","AIX","","FC","0.84","c0:50:76:0c:11:6c:00:50 | c0:50:76:0c:11:6c:00:51 | c0:50:76:0c:11:6c:00:52 | c0:50:76:0c:11:6c:00:53 | c0:50:76:0c:11:6c:00:54 | c0:50:76:0c:11:6c:00:55 | c0:50:76:0c:11:6c:00:56 | c0:50:76:0c:11:6c:00:57 | c0:50:76:0c:11:6c:00:58 | c0:50:76:0c:11:6c:00:59 | c0:50:76:0c:11:6c:00:5a | c0:50:76:0c:11:6c:00:5b | c0:50:76:0c:11:6c:00:5c | c0:50:76:0c:11:6c:00:5d | c0:50:76:0c:11:6c:00:5e | c0:50:76:0c:11:6c:00:5f"
"Istanbul","PURE_008","KFTPRDRAC01","AIX","KFTPRDRAC0102","FC","0.03","c0:50:76:0c:11:6a:00:40 | c0:50:76:0c:11:6a:00:41 | c0:50:76:0c:11:6a:00:42 | c0:50:76:0c:11:6a:00:43 | c0:50:76:0c:11:6a:00:44 | c0:50:76:0c:11:6a:00:45 | c0:50:76:0c:11:6a:00:46 | c0:50:76:0c:11:6a:00:47 | c0:50:76:0c:11:6a:00:48 | c0:50:76:0c:11:6a:00:49 | c0:50:76:0c:11:6a:00:4a | c0:50:76:0c:11:6a:00:4b | c0:50:76:0c:11:6a:00:4c | c0:50:76:0c:11:6a:00:4d | c0:50:76:0c:11:6a:00:4e | c0:50:76:0c:11:6a:00:4f"
"Istanbul","PURE_008","KFTPRDRAC02","AIX","KFTPRDRAC0102","FC","0.03","c0:50:76:0c:11:6c:00:70 | c0:50:76:0c:11:6c:00:71 | c0:50:76:0c:11:6c:00:72 | c0:50:76:0c:11:6c:00:73 | c0:50:76:0c:11:6c:00:74 | c0:50:76:0c:11:6c:00:75 | c0:50:76:0c:11:6c:00:76 | c0:50:76:0c:11:6c:00:77 | c0:50:76:0c:11:6c:00:78 | c0:50:76:0c:11:6c:00:79 | c0:50:76:0c:11:6c:00:7a | c0:50:76:0c:11:6c:00:7b | c0:50:76:0c:11:6c:00:7c | c0:50:76:0c:11:6c:00:7d | c0:50:76:0c:11:6c:00:7e | c0:50:76:0c:11:6c:00:7f"
"Istanbul","PURE_008","ELKPRDDAT11","Linux","","FC","29","10:00:94:40:c9:d4:87:c6 | 10:00:94:40:c9:d4:97:e5"
"Istanbul","PURE_008","BTPRDOPVIRT02","Linux","","FC","1","51:40:2e:c0:01:ca:7d:bc | 51:40:2e:c0:01:ca:88:a0"
"Istanbul","PURE_008","BTPRDOPVIRT03","Linux","","FC","1","51:40:2e:c0:12:3f:45:28 | 51:40:2e:c0:12:3f:45:2a"
"Istanbul","PURE_008","BTPRDOPVIRT01","Linux","","FC","1","51:40:2e:c0:01:82:7e:38 | 51:40:2e:c0:01:82:7e:a8"
"Istanbul","PURE_008","GENTSTRAC01","AIX","GENTSTRAC0102","FC","117.1","c0:50:76:04:35:a0:04:04 | c0:50:76:04:35:a0:04:05 | c0:50:76:04:35:a0:04:06 | c0:50:76:04:35:a0:04:07 | c0:50:76:04:35:a0:04:08 | c0:50:76:04:35:a0:04:09 | c0:50:76:04:35:a0:04:0a | c0:50:76:04:35:a0:04:0b | c0:50:76:04:35:a0:04:0c | c0:50:76:04:35:a0:04:0d | c0:50:76:04:35:a0:04:0e | c0:50:76:04:35:a0:04:0f | c0:50:76:04:35:a0:04:10 | c0:50:76:04:35:a0:04:11 | c0:50:76:04:35:a0:04:12 | c0:50:76:04:35:a0:04:13"
"Istanbul","PURE_008","GENTSTRAC02","AIX","GENTSTRAC0102","FC","107.1","c0:50:76:04:36:13:03:7a | c0:50:76:04:36:13:03:7b | c0:50:76:04:36:13:03:7c | c0:50:76:04:36:13:03:7d | c0:50:76:04:36:13:03:7e | c0:50:76:04:36:13:03:7f | c0:50:76:04:36:13:03:80 | c0:50:76:04:36:13:03:81 | c0:50:76:04:36:13:03:82 | c0:50:76:04:36:13:03:83 | c0:50:76:04:36:13:03:84 | c0:50:76:04:36:13:03:85 | c0:50:76:04:36:13:03:86 | c0:50:76:04:36:13:03:87 | c0:50:76:04:36:13:03:88 | c0:50:76:04:36:13:03:89"
"Istanbul","PURE_008","ALMPRDCLN01","Linux","","FC","16","10:00:94:40:c9:d4:37:69 | 10:00:94:40:c9:d4:37:6a | 10:00:94:40:c9:d4:37:de | 10:00:94:40:c9:d4:37:df"
"Istanbul","PURE_008","SEATSTRAC01","AIX","SEATSTRAC","FC","5.59","c0:50:76:0c:11:6a:00:6a | c0:50:76:0c:11:6a:00:6b | c0:50:76:0c:11:6a:00:6c | c0:50:76:0c:11:6a:00:6d | c0:50:76:0c:11:6a:00:6e | c0:50:76:0c:11:6a:00:6f | c0:50:76:0c:11:6a:00:70 | c0:50:76:0c:11:6a:00:71 | c0:50:76:0c:11:6a:00:72 | c0:50:76:0c:11:6a:00:73 | c0:50:76:0c:11:6a:00:74 | c0:50:76:0c:11:6a:00:75 | c0:50:76:0c:11:6a:00:76 | c0:50:76:0c:11:6a:00:77 | c0:50:76:0c:11:6a:00:78 | c0:50:76:0c:11:6a:00:79"
