"Lokasyon","Kabinet","Host Name","OS","Host Group","Protocol","Provisioned (TB)","Host WWN"
"Istanbul","PURE_008","SEATSTRAC02","AIX","SEATSTRAC","FC","5.59","c0:50:76:0c:11:6c:00:92 | c0:50:76:0c:11:6c:00:93 | c0:50:76:0c:11:6c:00:94 | c0:50:76:0c:11:6c:00:95 | c0:50:76:0c:11:6c:00:96 | c0:50:76:0c:11:6c:00:97 | c0:50:76:0c:11:6c:00:98 | c0:50:76:0c:11:6c:00:99 | c0:50:76:0c:11:6c:00:9a | c0:50:76:0c:11:6c:00:9b | c0:50:76:0c:11:6c:00:9c | c0:50:76:0c:11:6c:00:9d | c0:50:76:0c:11:6c:00:9e | c0:50:76:0c:11:6c:00:9f | c0:50:76:0c:11:6c:00:a0 | c0:50:76:0c:11:6c:00:a1"
"Istanbul","PURE_008","TNGPRDRAC01","AIX","TNGPRDRAC0102","FC","0.03","c0:50:76:0c:11:6a:00:7a | c0:50:76:0c:11:6a:00:7b | c0:50:76:0c:11:6a:00:7c | c0:50:76:0c:11:6a:00:7d | c0:50:76:0c:11:6a:00:7e | c0:50:76:0c:11:6a:00:7f | c0:50:76:0c:11:6a:00:80 | c0:50:76:0c:11:6a:00:81 | c0:50:76:0c:11:6a:00:82 | c0:50:76:0c:11:6a:00:83 | c0:50:76:0c:11:6a:00:84 | c0:50:76:0c:11:6a:00:85 | c0:50:76:0c:11:6a:00:86 | c0:50:76:0c:11:6a:00:87 | c0:50:76:0c:11:6a:00:88 | c0:50:76:0c:11:6a:00:89"
"Istanbul","PURE_008","TNGPRDRAC02","AIX","TNGPRDRAC0102","FC","0.03","c0:50:76:0c:11:6c:00:a2 | c0:50:76:0c:11:6c:00:a3 | c0:50:76:0c:11:6c:00:a4 | c0:50:76:0c:11:6c:00:a5 | c0:50:76:0c:11:6c:00:a6 | c0:50:76:0c:11:6c:00:a7 | c0:50:76:0c:11:6c:00:a8 | c0:50:76:0c:11:6c:00:a9 | c0:50:76:0c:11:6c:00:aa | c0:50:76:0c:11:6c:00:ab | c0:50:76:0c:11:6c:00:ac | c0:50:76:0c:11:6c:00:ad | c0:50:76:0c:11:6c:00:ae | c0:50:76:0c:11:6c:00:af | c0:50:76:0c:11:6c:00:b0 | c0:50:76:0c:11:6c:00:b1"
"Istanbul","PURE_008","SEAPRDARC01","AIX","","FC","142.17","c0:50:76:0c:11:6a:00:9a | c0:50:76:0c:11:6a:00:9b | c0:50:76:0c:11:6a:00:9c | c0:50:76:0c:11:6a:00:9d | c0:50:76:0c:11:6a:00:9e | c0:50:76:0c:11:6a:00:9f | c0:50:76:0c:11:6a:00:a0 | c0:50:76:0c:11:6a:00:a1 | c0:50:76:0c:11:6a:00:a2 | c0:50:76:0c:11:6a:00:a3 | c0:50:76:0c:11:6a:00:a4 | c0:50:76:0c:11:6a:00:a5 | c0:50:76:0c:11:6a:00:a6 | c0:50:76:0c:11:6a:00:a7 | c0:50:76:0c:11:6a:00:a8 | c0:50:76:0c:11:6a:00:a9"
"Istanbul","PURE_008","FEPRDVM01","VMware ESX","HG-FEPRDVM-UNIX","FC","65","10:00:b4:7a:f1:d2:07:ab | 10:00:b4:7a:f1:d2:30:9c"
"Istanbul","PURE_008","FEPRDVM02","VMware ESX","HG-FEPRDVM-UNIX","FC","65","10:00:1c:98:ec:09:db:12 | 10:00:1c:98:ec:09:eb:26"
"Istanbul","PURE_008","FEPRDVM03","VMware ESX","HG-FEPRDVM-UNIX","FC","65","51:40:2e:c0:12:cb:7e:d8 | 51:40:2e:c0:12:cb:8c:dc"
"Istanbul","PURE_008","FEPRDVM04","VMware ESX","HG-FEPRDVM-UNIX","FC","65","51:40:2e:c0:12:cb:81:7c | 51:40:2e:c0:12:cb:85:64"
"Istanbul","PURE_008","FEPRDVM07","VMware ESX","HG-FEPRDVM-UNIX","FC","65","51:40:2e:c0:01:cb:3b:48 | 51:40:2e:c0:01:cb:3b:5a"
"Istanbul","PURE_008","FEPRDVM08","VMware ESX","HG-FEPRDVM-UNIX","FC","65","51:40:2e:c0:01:cb:3b:72 | 51:40:2e:c0:01:cb:3c:c2"
"Istanbul","PURE_008","FEPRDVM05","VMware ESX","HG-FEPRDVM-UNIX","FC","65","10:00:70:b7:e4:22:85:a0 | 10:00:70:b7:e4:22:85:bd"
"Istanbul","PURE_008","FEPRDVM06","VMware ESX","HG-FEPRDVM-UNIX","FC","65","10:00:70:b7:e4:24:12:a5 | 10:00:70:b7:e4:24:13:49"
"Istanbul","PURE_008","FBPRDESX90","VMware ESX","FBPRDESX-SQL","FC","399","10:00:70:b7:e4:20:f2:99 | 10:00:70:b7:e4:20:f2:9a | 10:00:70:b7:e4:20:f5:1b | 10:00:70:b7:e4:20:f5:1c"
"Istanbul","PURE_008","FBPRDESX94","VMware ESX","FBPRDESX-SQL","FC","399","10:00:70:b7:e4:24:15:2d | 10:00:70:b7:e4:24:15:2e | 10:00:70:b7:e4:24:15:c9 | 10:00:70:b7:e4:24:15:ca"
"Istanbul","PURE_008","FBPRDESX95","VMware ESX","FBPRDESX-SQL","FC","399","10:00:70:b7:e4:24:15:7e | 10:00:70:b7:e4:24:15:7f | 10:00:70:b7:e4:24:15:ba | 10:00:70:b7:e4:24:15:bb"
"Istanbul","PURE_008","FBPRDESX91","VMware ESX","FBPRDESX-SQL","FC","399","10:00:70:b7:e4:20:f4:54 | 10:00:70:b7:e4:20:f4:55 | 10:00:70:b7:e4:24:14:5a | 10:00:70:b7:e4:24:14:5b"
"Istanbul","PURE_008","FBPRDESX96","VMware ESX","FBPRDESX-SQL","FC","399","10:00:70:b7:e4:24:15:ab | 10:00:70:b7:e4:24:15:ac | 10:00:70:b7:e4:24:15:b7 | 10:00:70:b7:e4:24:15:b8"
"Istanbul","PURE_008","PSPRDESX26","Linux","PSPRDESX","FC","76","10:00:00:10:9b:dd:ee:0f | 10:00:00:10:9b:dd:ee:10 | 10:00:00:10:9b:dd:ee:15 | 10:00:00:10:9b:dd:ee:16"
"Istanbul","PURE_008","PSPRDESX23","VMware ESX","PSPRDESX","FC","76","10:00:00:10:9b:dd:ea:ea | 10:00:00:10:9b:dd:eb:66"
"Istanbul","PURE_008","PSPRDESX24","VMware ESX","PSPRDESX","FC","76","10:00:00:10:9b:dd:e9:3f | 10:00:00:10:9b:dd:eb:18"
"Istanbul","PURE_008","PSPRDESX30","VMware ESX","PSPRDESX","FC","76","10:00:70:b7:e4:24:13:8d | 10:00:70:b7:e4:24:13:8e | 10:00:70:b7:e4:24:15:4e | 10:00:70:b7:e4:24:15:4f"
"Istanbul","PURE_008","PSPRDESX32","VMware ESX","PSPRDESX","FC","76","10:00:70:b7:e4:24:15:15 | 10:00:70:b7:e4:24:15:16 | 10:00:70:b7:e4:24:15:57 | 10:00:70:b7:e4:24:15:58"
"Istanbul","PURE_008","PSPRDESX27","VMware ESX","PSPRDESX","FC","76","10:00:00:10:9b:dd:e9:61 | 10:00:00:10:9b:dd:eb:13"
"Istanbul","PURE_008","PSPRDESX33","VMware ESX","PSPRDESX","FC","76","10:00:70:b7:e4:24:15:1e | 10:00:70:b7:e4:24:15:63"
"Istanbul","PURE_008","dummy-server","Linux","","FC","0.21",""
"Istanbul","PURE_008","PSPRDESX31","VMware ESX","PSPRDESX","FC","76","10:00:70:b7:e4:24:13:60 | 10:00:70:b7:e4:24:13:61 | 10:00:70:b7:e4:24:13:66 | 10:00:70:b7:e4:24:13:67"
"Istanbul","PURE_008","SEAPRDRAC01","AIX","SEAPRDRAC","FC","0.03","c0:50:76:0c:11:6a:00:5a | c0:50:76:0c:11:6a:00:5b | c0:50:76:0c:11:6a:00:5c | c0:50:76:0c:11:6a:00:5d | c0:50:76:0c:11:6a:00:5e | c0:50:76:0c:11:6a:00:5f | c0:50:76:0c:11:6a:00:60 | c0:50:76:0c:11:6a:00:61 | c0:50:76:0c:11:6a:00:62 | c0:50:76:0c:11:6a:00:63 | c0:50:76:0c:11:6a:00:64 | c0:50:76:0c:11:6a:00:65 | c0:50:76:0c:11:6a:00:66 | c0:50:76:0c:11:6a:00:67 | c0:50:76:0c:11:6a:00:68 | c0:50:76:0c:11:6a:00:69"
"Istanbul","PURE_008","SEAPRDRAC02","AIX","SEAPRDRAC","FC","0.03","c0:50:76:0c:11:6c:00:82 | c0:50:76:0c:11:6c:00:83 | c0:50:76:0c:11:6c:00:84 | c0:50:76:0c:11:6c:00:85 | c0:50:76:0c:11:6c:00:86 | c0:50:76:0c:11:6c:00:87 | c0:50:76:0c:11:6c:00:88 | c0:50:76:0c:11:6c:00:89 | c0:50:76:0c:11:6c:00:8a | c0:50:76:0c:11:6c:00:8b | c0:50:76:0c:11:6c:00:8c | c0:50:76:0c:11:6c:00:8d | c0:50:76:0c:11:6c:00:8e | c0:50:76:0c:11:6c:00:8f | c0:50:76:0c:11:6c:00:90 | c0:50:76:0c:11:6c:00:91"
"Istanbul","PURE_005","STOTSTAPP04","Linux","","FC","0","10:00:94:40:c9:d0:1b:18 | 10:00:94:40:c9:d0:1b:19 | 10:00:94:40:c9:d0:4b:39 | 10:00:94:40:c9:d0:4b:3a | 10:00:94:40:c9:d0:7c:d2 | 10:00:94:40:c9:d0:7c:d3 | 10:00:94:40:c9:d0:9c:21 | 10:00:94:40:c9:d0:9c:22"
"Istanbul","PURE_005","ELKPRDDAT02","Linux","","FC","30.97","10:00:00:10:9b:17:5c:86 | 10:00:00:10:9b:17:5c:a1"
"Istanbul","PURE_005","ELKPRDDAT09","Linux","","FC","29.25","10:00:00:62:0b:43:73:cf | 10:00:00:62:0b:43:74:00"
"Istanbul","PURE_005","ALOPRDKFK16","Linux","","FC","48","10:00:94:40:c9:d0:72:ee | 10:00:94:40:c9:d0:82:04"
"Istanbul","PURE_005","KYSTSTDB01","AIX","","FC","2.54","c0:50:76:01:0f:26:00:38 | c0:50:76:01:0f:26:00:39 | c0:50:76:01:0f:26:00:3a | c0:50:76:01:0f:26:00:3b | c0:50:76:01:0f:26:00:3c | c0:50:76:01:0f:26:00:3d | c0:50:76:01:0f:26:00:3e | c0:50:76:01:0f:26:00:3f | c0:50:76:04:36:13:03:52 | c0:50:76:04:36:13:03:53 | c0:50:76:04:36:13:03:54 | c0:50:76:04:36:13:03:55 | c0:50:76:04:36:13:03:56 | c0:50:76:04:36:13:03:57 | c0:50:76:04:36:13:03:58 | c0:50:76:04:36:13:03:59"
"Istanbul","PURE_005","FBPRDVM03","VMware ESX","VDIPRDVM","FC","16","10:00:94:40:c9:d0:3b:7b | 10:00:94:40:c9:d0:47:09"
"Istanbul","PURE_005","FBPRDVM06","VMware ESX","VDIPRDVM","FC","16","10:00:94:40:c9:d0:0b:de | 10:00:94:40:c9:d0:37:f3"
"Istanbul","PURE_005","FBPRDVM16","VMware ESX","VDIPRDVM","FC","16","10:00:94:40:c9:d0:37:3c | 10:00:94:40:c9:d0:3b:b7"
"Istanbul","PURE_005","BDPPRDEDG02","Linux","","FC","4","10:00:00:62:0b:42:3b:c9 | 10:00:00:62:0b:42:3c:54"
"Istanbul","PURE_005","PSPRDESX25","VMware ESX","PSTSTESX","FC","155","10:00:00:10:9b:dd:ee:09 | 10:00:00:10:9b:dd:ee:0a | 10:00:00:10:9b:dd:ee:0c | 10:00:00:10:9b:dd:ee:0d"
"Istanbul","PURE_005","PSPRDESX26","VMware ESX","PSPRDESX","FC","76","10:00:00:10:9b:dd:ee:0f | 10:00:00:10:9b:dd:ee:10 | 10:00:00:10:9b:dd:ee:15 | 10:00:00:10:9b:dd:ee:16"
"Istanbul","PURE_005","PGMPRDCAS01","Linux","","FC","9.09","51:40:2e:c0:01:ca:a1:54 | 51:40:2e:c0:01:ca:a1:56"
"Istanbul","PURE_005","PGMPRDCAS02","Linux","","FC","9.09","51:40:2e:c0:01:ca:a1:04 | 51:40:2e:c0:01:ca:a1:06"
"Istanbul","PURE_005","PGMPRDCAS03","Linux","","FC","9.09","51:40:2e:c0:01:ca:a0:a8 | 51:40:2e:c0:01:ca:a0:aa"
"Istanbul","PURE_005","PGMPRDCAS04","Linux","","FC","9.09","51:40:2e:c0:01:ca:a0:78 | 51:40:2e:c0:01:ca:a0:7a"
"Istanbul","PURE_005","PGMPRDCAS05","Linux","","FC","9.09","51:40:2e:c0:01:ca:a0:68 | 51:40:2e:c0:01:ca:a0:6a"
"Istanbul","PURE_005","FBPRDVM96","VMware ESX","VDIPRDVM","FC","16","51:40:2e:c0:01:ca:7a:50 | 51:40:2e:c0:01:ca:a3:48"
"Istanbul","PURE_005","FBPRDESX12","VMware ESX","VDIPRDVM","FC","16","51:40:2e:c0:12:3f:4b:52 | 51:40:2e:c0:12:3f:4c:c0"
"Istanbul","PURE_005","KSAODITSTDB01","AIX","","FC","1.61","c0:50:76:0c:11:6c:00:40 | c0:50:76:0c:11:6c:00:41 | c0:50:76:0c:11:6c:00:42 | c0:50:76:0c:11:6c:00:43 | c0:50:76:0c:11:6c:00:44 | c0:50:76:0c:11:6c:00:45 | c0:50:76:0c:11:6c:00:46 | c0:50:76:0c:11:6c:00:47 | c0:50:76:0c:11:6c:00:48 | c0:50:76:0c:11:6c:00:49 | c0:50:76:0c:11:6c:00:4a | c0:50:76:0c:11:6c:00:4b | c0:50:76:0c:11:6c:00:4c | c0:50:76:0c:11:6c:00:4d | c0:50:76:0c:11:6c:00:4e | c0:50:76:0c:11:6c:00:4f"
"Istanbul","PURE_005","ELKPRDDAT06","Linux","","FC","29.68","10:00:94:40:c9:d0:95:a5 | 10:00:94:40:c9:d0:a5:0c"
"Istanbul","PURE_005","PGMPRDRAC01","Linux","PGMPRDRAC0102","FC","81.7","51:40:2e:c0:01:ca:6e:d8 | 51:40:2e:c0:01:ca:6e:da | 51:40:2e:c0:01:ca:6e:dc | 51:40:2e:c0:01:ca:6e:de"
"Istanbul","PURE_005","PGMPRDRAC02","Linux","PGMPRDRAC0102","FC","81.7","51:40:2e:c0:01:ca:79:0c | 51:40:2e:c0:01:ca:79:0e"
"Istanbul","PURE_005","CBDEVDB01","AIX","","FC","20.67","c0:50:76:06:df:53:00:c2 | c0:50:76:06:df:53:00:c3 | c0:50:76:06:df:53:00:c4 | c0:50:76:06:df:53:00:c5 | c0:50:76:06:df:53:00:c6 | c0:50:76:06:df:53:00:c7 | c0:50:76:06:df:53:00:c8 | c0:50:76:06:df:53:00:c9 | c0:50:76:06:df:53:00:ca | c0:50:76:06:df:53:00:cb | c0:50:76:06:df:53:00:cc | c0:50:76:06:df:53:00:cd | c0:50:76:06:df:53:00:ce | c0:50:76:06:df:53:00:cf | c0:50:76:06:df:53:00:d0 | c0:50:76:06:df:53:00:d1"
"Istanbul","PURE_005","SWPRDMGW02","AIX","","FC","0.79","c0:50:76:0c:11:6c:00:60 | c0:50:76:0c:11:6c:00:61 | c0:50:76:0c:11:6c:00:62 | c0:50:76:0c:11:6c:00:63 | c0:50:76:0c:11:6c:00:64 | c0:50:76:0c:11:6c:00:65 | c0:50:76:0c:11:6c:00:66 | c0:50:76:0c:11:6c:00:67 | c0:50:76:0c:11:6c:00:68 | c0:50:76:0c:11:6c:00:69 | c0:50:76:0c:11:6c:00:6a | c0:50:76:0c:11:6c:00:6b | c0:50:76:0c:11:6c:00:6c | c0:50:76:0c:11:6c:00:6d | c0:50:76:0c:11:6c:00:6e | c0:50:76:0c:11:6c:00:6f"
"Istanbul","PURE_005","SWPRDMGW01","AIX","","FC","0.79","c0:50:76:0c:11:6a:00:30 | c0:50:76:0c:11:6a:00:31 | c0:50:76:0c:11:6a:00:32 | c0:50:76:0c:11:6a:00:33 | c0:50:76:0c:11:6a:00:34 | c0:50:76:0c:11:6a:00:35 | c0:50:76:0c:11:6a:00:36 | c0:50:76:0c:11:6a:00:37 | c0:50:76:0c:11:6a:00:38 | c0:50:76:0c:11:6a:00:39 | c0:50:76:0c:11:6a:00:3a | c0:50:76:0c:11:6a:00:3b | c0:50:76:0c:11:6a:00:3c | c0:50:76:0c:11:6a:00:3d | c0:50:76:0c:11:6a:00:3e | c0:50:76:0c:11:6a:00:3f"
"Istanbul","PURE_005","ELKPRDDAT10","Linux","","FC","29","10:00:94:40:c9:d4:b7:a5 | 10:00:94:40:c9:d4:d7:3f"
"Istanbul","PURE_005","KFTPRDRAC01","AIX","KFTPRDRAC0102","FC","10.12","c0:50:76:0c:11:6a:00:40 | c0:50:76:0c:11:6a:00:41 | c0:50:76:0c:11:6a:00:42 | c0:50:76:0c:11:6a:00:43 | c0:50:76:0c:11:6a:00:44 | c0:50:76:0c:11:6a:00:45 | c0:50:76:0c:11:6a:00:46 | c0:50:76:0c:11:6a:00:47 | c0:50:76:0c:11:6a:00:48 | c0:50:76:0c:11:6a:00:49 | c0:50:76:0c:11:6a:00:4a | c0:50:76:0c:11:6a:00:4b | c0:50:76:0c:11:6a:00:4c | c0:50:76:0c:11:6a:00:4d | c0:50:76:0c:11:6a:00:4e | c0:50:76:0c:11:6a:00:4f"
"Istanbul","PURE_005","KFTPRDRAC02","AIX","KFTPRDRAC0102","FC","10.12","c0:50:76:0c:11:6c:00:70 | c0:50:76:0c:11:6c:00:71 | c0:50:76:0c:11:6c:00:72 | c0:50:76:0c:11:6c:00:73 | c0:50:76:0c:11:6c:00:74 | c0:50:76:0c:11:6c:00:75 | c0:50:76:0c:11:6c:00:76 | c0:50:76:0c:11:6c:00:77 | c0:50:76:0c:11:6c:00:78 | c0:50:76:0c:11:6c:00:79 | c0:50:76:0c:11:6c:00:7a | c0:50:76:0c:11:6c:00:7b | c0:50:76:0c:11:6c:00:7c | c0:50:76:0c:11:6c:00:7d | c0:50:76:0c:11:6c:00:7e | c0:50:76:0c:11:6c:00:7f"
"Istanbul","PURE_005","CSGENMST01","AIX","","FC","0.29","c0:50:76:0c:01:4f:00:00 | c0:50:76:0c:01:4f:00:01 | c0:50:76:0c:01:4f:00:02 | c0:50:76:0c:01:4f:00:03 | c0:50:76:0c:01:4f:00:04 | c0:50:76:0c:01:4f:00:05 | c0:50:76:0c:01:4f:00:06 | c0:50:76:0c:01:4f:00:07 | c0:50:76:0c:01:4f:00:08 | c0:50:76:0c:01:4f:00:09 | c0:50:76:0c:01:4f:00:0a | c0:50:76:0c:01:4f:00:0b | c0:50:76:0c:01:4f:00:0c | c0:50:76:0c:01:4f:00:0d | c0:50:76:0c:01:4f:00:0e | c0:50:76:0c:01:4f:00:0f"
"Istanbul","PURE_005","TRHPRDAPP03","Linux","","FC","5","10:00:94:40:c9:d4:47:00 | 10:00:94:40:c9:d4:47:93"
"Istanbul","PURE_005","ATLTSTRAC01","AIX","ATLTSTRAC0102","FC","3.07","c0:50:76:0b:14:0d:00:90 | c0:50:76:0b:14:0d:00:91 | c0:50:76:0b:14:0d:00:92 | c0:50:76:0b:14:0d:00:93 | c0:50:76:0b:14:0d:00:94 | c0:50:76:0b:14:0d:00:95 | c0:50:76:0b:14:0d:00:96 | c0:50:76:0b:14:0d:00:97 | c0:50:76:0b:14:0d:00:98 | c0:50:76:0b:14:0d:00:99 | c0:50:76:0b:14:0d:00:9a | c0:50:76:0b:14:0d:00:9b | c0:50:76:0b:14:0d:00:9c | c0:50:76:0b:14:0d:00:9d | c0:50:76:0b:14:0d:00:9e | c0:50:76:0b:14:0d:00:9f"
"Istanbul","PURE_005","ATLTSTRAC02","AIX","ATLTSTRAC0102","FC","3.07","c0:50:76:0b:14:0e:00:98 | c0:50:76:0b:14:0e:00:99 | c0:50:76:0b:14:0e:00:9a | c0:50:76:0b:14:0e:00:9b | c0:50:76:0b:14:0e:00:9c | c0:50:76:0b:14:0e:00:9d | c0:50:76:0b:14:0e:00:9e | c0:50:76:0b:14:0e:00:9f | c0:50:76:0b:14:0e:00:a0 | c0:50:76:0b:14:0e:00:a1 | c0:50:76:0b:14:0e:00:a2 | c0:50:76:0b:14:0e:00:a3 | c0:50:76:0b:14:0e:00:a4 | c0:50:76:0b:14:0e:00:a5 | c0:50:76:0b:14:0e:00:a6 | c0:50:76:0b:14:0e:00:a7"
"Istanbul","PURE_005","ELKPRDDAT12","Linux","","FC","29","10:00:94:40:c9:d4:d7:2d | 10:00:94:40:c9:d4:d7:42"
"Istanbul","PURE_005","GENTSTRAC01","AIX","GENTSTRAC0102","FC","62.62","c0:50:76:04:35:a0:04:04 | c0:50:76:04:35:a0:04:05 | c0:50:76:04:35:a0:04:06 | c0:50:76:04:35:a0:04:07 | c0:50:76:04:35:a0:04:08 | c0:50:76:04:35:a0:04:09 | c0:50:76:04:35:a0:04:0a | c0:50:76:04:35:a0:04:0b | c0:50:76:04:35:a0:04:0c | c0:50:76:04:35:a0:04:0d | c0:50:76:04:35:a0:04:0e | c0:50:76:04:35:a0:04:0f | c0:50:76:04:35:a0:04:10 | c0:50:76:04:35:a0:04:11 | c0:50:76:04:35:a0:04:12 | c0:50:76:04:35:a0:04:13"
"Istanbul","PURE_005","GENTSTRAC02","AIX","GENTSTRAC0102","FC","62.62","c0:50:76:04:36:13:03:7a | c0:50:76:04:36:13:03:7b | c0:50:76:04:36:13:03:7c | c0:50:76:04:36:13:03:7d | c0:50:76:04:36:13:03:7e | c0:50:76:04:36:13:03:7f | c0:50:76:04:36:13:03:80 | c0:50:76:04:36:13:03:81 | c0:50:76:04:36:13:03:82 | c0:50:76:04:36:13:03:83 | c0:50:76:04:36:13:03:84 | c0:50:76:04:36:13:03:85 | c0:50:76:04:36:13:03:86 | c0:50:76:04:36:13:03:87 | c0:50:76:04:36:13:03:88 | c0:50:76:04:36:13:03:89"
"Istanbul","PURE_005","SEAPRDRAC02","AIX","SEAPRDRAC","FC","160.57","c0:50:76:0c:11:6c:00:82 | c0:50:76:0c:11:6c:00:83 | c0:50:76:0c:11:6c:00:84 | c0:50:76:0c:11:6c:00:85 | c0:50:76:0c:11:6c:00:86 | c0:50:76:0c:11:6c:00:87 | c0:50:76:0c:11:6c:00:88 | c0:50:76:0c:11:6c:00:89 | c0:50:76:0c:11:6c:00:8a | c0:50:76:0c:11:6c:00:8b | c0:50:76:0c:11:6c:00:8c | c0:50:76:0c:11:6c:00:8d | c0:50:76:0c:11:6c:00:8e | c0:50:76:0c:11:6c:00:8f | c0:50:76:0c:11:6c:00:90 | c0:50:76:0c:11:6c:00:91"
"Istanbul","PURE_005","SEAPRDRAC01","AIX","SEAPRDRAC","FC","160.57","c0:50:76:0c:11:6a:00:5a | c0:50:76:0c:11:6a:00:5b | c0:50:76:0c:11:6a:00:5c | c0:50:76:0c:11:6a:00:5d | c0:50:76:0c:11:6a:00:5e | c0:50:76:0c:11:6a:00:5f | c0:50:76:0c:11:6a:00:60 | c0:50:76:0c:11:6a:00:61 | c0:50:76:0c:11:6a:00:62 | c0:50:76:0c:11:6a:00:63 | c0:50:76:0c:11:6a:00:64 | c0:50:76:0c:11:6a:00:65 | c0:50:76:0c:11:6a:00:66 | c0:50:76:0c:11:6a:00:67 | c0:50:76:0c:11:6a:00:68 | c0:50:76:0c:11:6a:00:69"
"Istanbul","PURE_005","SDTSTDB02","AIX","","FC","1.59","c0:50:76:0b:14:0e:00:a8 | c0:50:76:0b:14:0e:00:a9 | c0:50:76:0b:14:0e:00:aa | c0:50:76:0b:14:0e:00:ab | c0:50:76:0b:14:0e:00:ac | c0:50:76:0b:14:0e:00:ad | c0:50:76:0b:14:0e:00:ae | c0:50:76:0b:14:0e:00:af | c0:50:76:0b:14:0e:00:b0 | c0:50:76:0b:14:0e:00:b1 | c0:50:76:0b:14:0e:00:b2 | c0:50:76:0b:14:0e:00:b3 | c0:50:76:0b:14:0e:00:b4 | c0:50:76:0b:14:0e:00:b5 | c0:50:76:0b:14:0e:00:b6 | c0:50:76:0b:14:0e:00:b7"
"Istanbul","PURE_005","FEAGTPRDDB03","Linux","FEAGTPRDDB0304","FC","27.22","51:40:2e:c0:12:cc:d0:7c | 51:40:2e:c0:12:cc:d0:7e | 51:40:2e:c0:12:cc:ea:d8 | 51:40:2e:c0:12:cc:ea:da"
"Istanbul","PURE_005","FEAGTPRDDB04","Linux","FEAGTPRDDB0304","FC","27.22","51:40:2e:c0:12:cc:ea:a4 | 51:40:2e:c0:12:cc:ea:a6 | 51:40:2e:c0:12:cc:ea:d0 | 51:40:2e:c0:12:cc:ea:d2"
"Istanbul","PURE_005","PSTSTESX14","VMware ESX","PSTSTESX","FC","155","51:40:2e:c0:01:c8:5d:d8 | 51:40:2e:c0:01:c8:5d:da | 51:40:2e:c0:01:c8:5e:04 | 51:40:2e:c0:01:c8:5e:06"
"Istanbul","PURE_005","PSTSTESX15","VMware ESX","PSTSTESX","FC","155","51:40:2e:c0:01:c8:5c:08 | 51:40:2e:c0:01:c8:5c:0a | 51:40:2e:c0:01:c8:5c:28 | 51:40:2e:c0:01:c8:5c:2a"
"Istanbul","PURE_005","PSTSTESX16","VMware ESX","PSTSTESX","FC","155","51:40:2e:c0:01:c8:5a:3c | 51:40:2e:c0:01:c8:5a:3e | 51:40:2e:c0:01:c8:5c:3c | 51:40:2e:c0:01:c8:5c:3e"
