"HostName","Location"
"FBDRCESX18","HUAWEI-001-SOL5"
"FBDRCESX16","HUAWEI-001-SOL5"
"FBDRCESX21","HUAWEI-001-SOL5"
"FBDRCESX54","HUAWEI-001-SOL5"
"FBDRCESX55","HUAWEI-001-SOL5"
"FBDRCESX56","HUAWEI-001-SOL5"
"FBDRCESX57","HUAWEI-001-SOL5"
"FBDRCVM33","HUAWEI-001-SOL5"
"FBDRCVM30","HUAWEI-001-SOL5"
"FBDRCVM34","HUAWEI-001-SOL5"
"FBDRCVM31","HUAWEI-001-SOL5"
"FBDRCVM32","HUAWEI-001-SOL5"
"FBDRCVM46","HUAWEI-001-SOL5"
"FBDRCVM45","HUAWEI-001-SOL5"
"FBDRCVM48","HUAWEI-001-SOL5"
"FBDRCVM47","HUAWEI-001-SOL5"
"FBDRCVM39","HUAWEI-001-SOL5"
"FBDRCVM35","HUAWEI-001-SOL5"
"FBDRCVM38","HUAWEI-001-SOL5"
"FBDRCVM27","HUAWEI-001-SOL5"
"FBDRCVM40","HUAWEI-001-SOL5"
"FBDRCVM41","HUAWEI-001-SOL5"
"FBDRCVM26","HUAWEI-001-SOL5"
"FBDRCVM28","HUAWEI-001-SOL5"
"FBDRCVM29","HUAWEI-001-SOL5"
"FBDRCVM25","HUAWEI-001-SOL5"
"FBDRCESX48","HUAWEI-001-SOL5"
"FBDRCESX37","HUAWEI-001-SOL5"
"FBDRCESX25","HUAWEI-001-SOL5"
"FBDRCESX24","HUAWEI-001-SOL5"
"FBDRCESX36","HUAWEI-001-SOL5"
"FBDRCESX52","HUAWEI-001-SOL5"
"FBDRCESX22","HUAWEI-001-SOL5"
"FBDRCESX51","HUAWEI-001-SOL5"
"FBDRCESX50","HUAWEI-001-SOL5"
"FBDRCESX42","HUAWEI-001-SOL5"
"FBDRCESX34","HUAWEI-001-SOL5"
"FBDRCESX31","HUAWEI-001-SOL5"
"FBDRCESX43","HUAWEI-001-SOL5"
"FBDRCESX28","HUAWEI-001-SOL5"
"FBDRCESX38","HUAWEI-001-SOL5"
"FBDRCESX30","HUAWEI-001-SOL5"
"FBDRCESX58","HUAWEI-001-SOL5"
"FBDRCESX59","HUAWEI-001-SOL5"
"FBDRCESX33","HUAWEI-001-SOL5"
"FBDRCESX44","HUAWEI-001-SOL5"
"FBDRCESX39","HUAWEI-001-SOL5"
"FBDRCESX45","HUAWEI-001-SOL5"
"FBDRCESX32","HUAWEI-001-SOL5"
"FBDRCESX46","HUAWEI-001-SOL5"
"FBDRCESX29","HUAWEI-001-SOL5"
"FBDRCESX26","HUAWEI-001-SOL5"
"FBDRCESX60","HUAWEI-001-SOL5"
"FBDRCESX53","HUAWEI-001-SOL5"
"FBDRCESX49","HUAWEI-001-SOL5"
"FBDRCESX40","HUAWEI-001-SOL5"
"FBDRCESX23","HUAWEI-001-SOL5"
"FBDRCESX35","HUAWEI-001-SOL5"
"FBDRCESX27","HUAWEI-001-SOL5"
"FBDRCESX61","HUAWEI-001-SOL5"
"FBDRCESX47","HUAWEI-001-SOL5"
"FBDRCESX41","HUAWEI-001-SOL5"
"CBTSTRAC97","HUAWEI-001-SOL5"
"CBTSTRAC98","HUAWEI-001-SOL5"
"CBDRCLX01","HUAWEI-001-SOL5"
"CBDRCLX03","HUAWEI-001-SOL5"
"CBDRCLX05","HUAWEI-001-SOL5"
"CBDRCLX07","HUAWEI-001-SOL5"
"CLWDRCGENGPU1102","HUAWEI-001-SOL5"
"CLWTSTDEVGPU5101","HUAWEI-001-SOL5"
"CLWTSTDEVGPU5102","HUAWEI-001-SOL5"
"BNXEDPRDAPP51","HUAWEI-001-SOL5"
"SEATSTRAC52","HUAWEI-001-SOL5"
"SEATSTRAC51","HUAWEI-001-SOL5"
"SEADRCRAC01","HUAWEI-001-SOL5"
"SEADRCRAC02","HUAWEI-001-SOL5"
"KFTDRCRAC01","HUAWEI-005-ANK"
"EDDRCGEN02_TEST","HUAWEI-005-ANK"
"FBDRCESX21","HUAWEI-005-ANK"
"KFTDRCRAC02","HUAWEI-005-ANK"
"YTSDRCRES01","HUAWEI-005-ANK"
"TNGDRCRAC01","HUAWEI-005-ANK"
"TNGDRCRAC02","HUAWEI-005-ANK"
"HM_YTSDRCDB01","HUAWEI-005-ANK"
"CCDRCCLN11","HUAWEI-005-ANK"
"HSTDRCDB03","HUAWEI-005-ANK"
"FRDRCDB02","HUAWEI-005-ANK"
"HM_CBDRCARC","HUAWEI-005-ANK"
"GENDRCRAC01","HUAWEI-005-ANK"
"GENDRCRAC02","HUAWEI-005-ANK"
"MSGSDRCEXC11","HUAWEI-005-ANK"
"MSGSDRCEXC12","HUAWEI-005-ANK"
"MSGSDRCEXC13","HUAWEI-005-ANK"
"MSGSDRCEXC14","HUAWEI-005-ANK"
"MSGSDRCEXC15","HUAWEI-005-ANK"
"MSGSDRCEXC16","HUAWEI-005-ANK"
"MSGSDRCEXC17","HUAWEI-005-ANK"
"SFDDRCRAC01","HUAWEI-005-ANK"
"SFDDRCRAC02","HUAWEI-005-ANK"
"SFDDRCRAC03","HUAWEI-005-ANK"
"SFDDRCRAC04","HUAWEI-005-ANK"
"CBDRCRAC86","HUAWEI-005-ANK"
"CBDRCRAC85","HUAWEI-005-ANK"
"CLWDRCGENGPU1002","HUAWEI-005-ANK"
"SEADRCRAC01","HUAWEI-005-ANK"
"SEADRCRAC02","HUAWEI-005-ANK"
"MBDRCCLN05","HUAWEI-005-ANK"
"MBEDRCCLN04","HUAWEI-005-ANK"
"FBDRCVM47","HUAWEI-005-ANK"
"FBDRCVM46","HUAWEI-005-ANK"
"FBDRCVM45","HUAWEI-005-ANK"
"EVATSTRAC91","HUAWEI-005-ANK"
"EVATSTRAC92","HUAWEI-005-ANK"
"OCMDRCRAC01","HUAWEI-005-ANK"
"OCMDRCRAC02","HUAWEI-005-ANK"
"CFRDRCRAC01","HUAWEI-005-ANK"
"TNGTSTRAC91","HUAWEI-005-ANK"
"TNGTSTRAC92","HUAWEI-005-ANK"
"KFTTSTRAC91","HUAWEI-005-ANK"
"KFTTSTRAC92","HUAWEI-005-ANK"
"GENTSTRAC91","HUAWEI-005-ANK"
"GENTSTRAC92","HUAWEI-005-ANK"
"YTSTSTDB51","HUAWEI-005-ANK"
"SEATSTRAC51","HUAWEI-005-ANK"
"SEATSTRAC52","HUAWEI-005-ANK"
"CTMTSTDB51","HUAWEI-005-ANK"
"IDMTSTRAC51","HUAWEI-005-ANK"
"IDMTSTRAC52","HUAWEI-005-ANK"
"VPSTSTRAC53","HUAWEI-005-ANK"
"VPSTSTRAC54","HUAWEI-005-ANK"
"IFMTSTDB51","HUAWEI-005-ANK"
"ECMTSTRAC53","HUAWEI-005-ANK"
"ECMTSTRAC54","HUAWEI-005-ANK"
"ODITSTDB52","HUAWEI-005-ANK"
"FEDRCVM05","HUAWEI-005-ANK"
"FEDRCVM06","HUAWEI-005-ANK"
"FEDRCVM07","HUAWEI-005-ANK"
"LSXPRDRAC91","HUAWEI-005-ANK"
"LSXPRDRAC92","HUAWEI-005-ANK"
"GENDRCRAC01_PHY","HUAWEI-005-ANK"
"GENDRCRAC02_PHY","HUAWEI-005-ANK"
"CBTSTRAC91","HUAWEI-005-ANK"
"CBTSTRAC92","HUAWEI-005-ANK"
"SCETSTDB52","HUAWEI-005-ANK"
"PSTSTDB54","HUAWEI-005-ANK"
"CBDRCRES01","HUAWEI-005-ANK"
"CBDRCGEN01","HUAWEI-005-ANK"
"KYSDRCDB01","HUAWEI-005-ANK"
"ODTSTDB91","HUAWEI-005-ANK"
"GENDRCRAC85","HUAWEI-005-ANK"
"GENDRCRAC86","HUAWEI-005-ANK"
"EBSDRCAPP21","HUAWEI-005-ANK"
"EBSDRCDMZ21","HUAWEI-005-ANK"
"YNDRCCLN03","HUAWEI-005-ANK"
"CFRDRCRAC02","HUAWEI-005-ANK"
"SWTSTAPP51","HUAWEI-005-ANK"
"COMDRCCLN03","HUAWEI-005-ANK"
"SCEDRCAPP02","HUAWEI-005-ANK"
"SCEDRCDB01","HUAWEI-005-ANK"
"VPSDRCRAC01","HUAWEI-005-ANK"
"VPSDRCRAC02","HUAWEI-005-ANK"
"VDIDRCVM03","HUAWEI-005-ANK"
"VDIDRCVM04","HUAWEI-005-ANK"
"FBDRCVM36","HUAWEI-005-ANK"
"FBDRCVM37","HUAWEI-005-ANK"
"FBDRCVM43","HUAWEI-005-ANK"
"FBDRCVM44","HUAWEI-005-ANK"
"CSDRCANS01","HUAWEI-005-ANK"
"EBSDRCDB21","HUAWEI-005-ANK"
"SWTSTAPP52","HUAWEI-005-ANK"
"ODDRCRAC01","HUAWEI-005-ANK"
"ODDRCRAC02","HUAWEI-005-ANK"
"EVADRCRAC01","HUAWEI-005-ANK"
"EVADRCRAC02","HUAWEI-005-ANK"
"YTSDRCDB02","HUAWEI-005-ANK"
"CBTSTRAC97","HUAWEI-005-ANK"
"CBTSTRAC98","HUAWEI-005-ANK"
"VMAX_651","HUAWEI-005-ANK"
"FBDRCESX56","HUAWEI-005-ANK"
"STOTSTAPP03","HUAWEI-004"
"STOTSTAPP04","HUAWEI-004"
"STOTSTAPP05","HUAWEI-004"
"YTSTSTDB01","HUAWEI-004"
"CBPRDDB09","HUAWEI-004"
"FBHWPOC01","HUAWEI-004"
"FBHWPOC02","HUAWEI-004"
"FBHWPOC03","HUAWEI-004"
"FBHWPOC_04","HUAWEI-004"
"ALOPRDKFK10","HUAWEI-004"
"CBPRDRAC85","HUAWEI-004"
"CBPRDRAC86","HUAWEI-004"
"CLWPRDGENGPU1102","HUAWEI-004"
"GGPRDDB01","HUAWEI-004"
"GGPRDDB02","HUAWEI-004"
"ODPRDDB07","HUAWEI-004"
"CBTSTRAC85","HUAWEI-004"
"CBTSTRAC86","HUAWEI-004"
"CBPRDARC01","HUAWEI-004"
"NBUPRDMST01","HUAWEI-004"
"ECMTSTRAC03","HUAWEI-004"
"CBPREDB01","HUAWEI-004"
"ODPRDRAC01_IG1","HUAWEI-004"
"ODPRDRAC01_IG2","HUAWEI-004"
"ODPRDRAC02_IG1","HUAWEI-004"
"ODPRDRAC02_IG2","HUAWEI-004"
"LSXPRDESX01","HUAWEI-004"
"LSXPRDESX02","HUAWEI-004"
"LSXPRDESX03","HUAWEI-004"
"LSXPRDRAC01","HUAWEI-004"
"LSXPRDRAC02","HUAWEI-004"
"SG_CLWTSTGENGPU1003","HUAWEI-004"
"EVAPRDRAC01","HUAWEI-004"
"EVAPRDRAC02","HUAWEI-004"
"CBPRDRAC05_IG1","HUAWEI-004"
"CBPRDRAC06_IG1","HUAWEI-004"
"CBPRDARC07","HUAWEI-004"
"NBUPRDMST02","HUAWEI-004"
"STOTSTAPP03","HUAWEI-005"
"STOTSTAPP04","HUAWEI-005"
"STOTSTAPP05","HUAWEI-005"
"SCEPRDDB03","HUAWEI-005"
"SCEPRDDB04","HUAWEI-005"
"PGMPRDSIMCAS01","HUAWEI-005"
"PGMPRDSIMCAS02","HUAWEI-005"
"PGMPRDSIMCAS03","HUAWEI-005"
"VIOTSTGEN03","HUAWEI-005"
"CSGENMST02","HUAWEI-005"
"CSGENMST03","HUAWEI-005"
"VPSPRDRAC01","HUAWEI-005"
"VPSPRDRAC02","HUAWEI-005"
"CSTSTPHI02","HUAWEI-005"
"CSTSTPHI01","HUAWEI-005"
"KFTTSTRAC01","HUAWEI-005"
"KFTTSTRAC02","HUAWEI-005"
"VIOTSTGEN03_GECICI","HUAWEI-005"
"COMPRDCLN04","HUAWEI-005"
"EPRPRDCLN02","HUAWEI-005"
"SAPRDDB01","HUAWEI-005"
"YTSPRDDB01","HUAWEI-005"
"KKPRDDB08","HUAWEI-005"
"ESRPRDCLN10","HUAWEI-005"
"ESRPRDCLN12","HUAWEI-005"
"BNXHYPVPRDCLN01","HUAWEI-005"
"BNXHYPVPRDCLN02","HUAWEI-005"
"CLWPRDGENGPU1005","HUAWEI-005"
"CLWPRDGENGPU1006","HUAWEI-005"
"CLWPRDGENGPU1010","HUAWEI-005"
"RAPRDCS01","HUAWEI-005"
"EVAPRDRAC01","HUAWEI-005"
"EVAPRDRAC02","HUAWEI-005"
"GENPRDRAC85","HUAWEI-005"
"GENPRDRAC86","HUAWEI-005"
"INBSESCLN06","HUAWEI-005"
"ESRPRDCLN14","HUAWEI-005"
"IFMPRDDB01","HUAWEI-005"
"ELKPRDDAT14","HUAWEI-005"
"SWPRDGW01","HUAWEI-005"
"BNXSWPRDMQ01","HUAWEI-005"
"BNXSWPRDMQ02","HUAWEI-005"
"SWPRDGW02","HUAWEI-005"
"EBSPRDAPP21","HUAWEI-005"
"EBSPRDAPP22","HUAWEI-005"
"MBEPRDCLN04","HUAWEI-005"
"BTPRDLX_01","HUAWEI-005"
"BTPRDLX_02","HUAWEI-005"
"BTPRDLX_03","HUAWEI-005"
"BNXUCMPRDDB04","HUAWEI-005"
"SWPRDAPP01","HUAWEI-005"
"SWPRDAPP02","HUAWEI-005"
"CCPRDCLN16","HUAWEI-005"
"SWTSTAPP01","HUAWEI-005"
"SWTSTAPP02","HUAWEI-005"
"ATMPRDHST02","HUAWEI-005"
"YNPRDCLN03","HUAWEI-005"
"SDPRDDB01","HUAWEI-005"
"OCMPRDDB01","HUAWEI-005"
"OCMPRDDB02","HUAWEI-005"
"FBPRDESX82","HUAWEI-005"
"MBPRDCLN06","HUAWEI-005"
"BNXHYPVPRDCLN03","HUAWEI-005"
"BNXSESPRDCLN02","HUAWEI-005"
"CSPRDMGT01","HUAWEI-005"
"OCMPRDRAC01","HUAWEI-005"
"OCMPRDRAC02","HUAWEI-005"
"STOTSTAPP03","HUAWEI-007"
"STOTSTAPP04","HUAWEI-007"
"STOTSTAPP05","HUAWEI-007"
"LSXPRDRAC01","HUAWEI-007"
"LSXPRDRAC02","HUAWEI-007"
"CBPRDESI01","HUAWEI-007"
"YTSPRDDB02","HUAWEI-007"
"EPRPRDCLN01","HUAWEI-007"
"COMPRDCLN03","HUAWEI-007"
"KKPRDDB07","HUAWEI-007"
"ESRPRDCLN09","HUAWEI-007"
"ESRPRDCLN11","HUAWEI-007"
"CLWTSTGENGPU1001","HUAWEI-007"
"CLWTSTGENGPU1002","HUAWEI-007"
"KYSPRDDB01","HUAWEI-007"
"GENPRDRAC85","HUAWEI-007"
"GENPRDRAC86","HUAWEI-007"
"EVAPRDRAC01","HUAWEI-007"
"EVAPRDRAC02","HUAWEI-007"
"INBSESCLN05","HUAWEI-007"
"ESRPRDCLN13","HUAWEI-007"
"PSPRDDB02","HUAWEI-007"
"ELKPRDDAT15","HUAWEI-007"
"SWPRDGW01","HUAWEI-007"
"BNXSWPRDMQ01","HUAWEI-007"
"BNXSWPRDMQ02","HUAWEI-007"
"ENXCBTSTRAC01","HUAWEI-007"
"ENXCBTSTRAC02","HUAWEI-007"
"ENXCBTSTRAC03","HUAWEI-007"
"ENXCBTSTRAC04","HUAWEI-007"
"ENXGENTSTRAC01","HUAWEI-007"
"ENXGENTSTRAC02","HUAWEI-007"
"TNGTSTRAC01","HUAWEI-007"
"TNGTSTRAC02","HUAWEI-007"
"SWPRDGW02","HUAWEI-007"
"BNXUCMPRDDB04","HUAWEI-007"
"SWPRDAPP01","HUAWEI-007"
"SWPRDAPP02","HUAWEI-007"
"TEST","HUAWEI-007"
"CBPRDGEN02","HUAWEI-007"
"HCEPRDRAC02","HUAWEI-007"
"HCEPRDRAC01","HUAWEI-007"
"CCPRDCLN15","HUAWEI-007"
"CLESXPRDGEN0101","HUAWEI-007"
"CLESXPRDGEN0102","HUAWEI-007"
"CLESXPRDGEN0103","HUAWEI-007"
"CLESXPRDGEN0104","HUAWEI-007"
"CLESXPRDGEN0105","HUAWEI-007"
"CLESXPRDGEN0106","HUAWEI-007"
"CLESXPRDGEN0107","HUAWEI-007"
"CLESXPRDGEN0108","HUAWEI-007"
"YNPRDCLN04","HUAWEI-007"
"BTPRDLX58","HUAWEI-007"
"BTPRDLX59","HUAWEI-007"
"FBPRDESX63","HUAWEI-007"
"FBPRDESX62","HUAWEI-007"
"FBPRDESX64","HUAWEI-007"
"FBPRDESX65","HUAWEI-007"
"FBPRDESX87","HUAWEI-007"
"FBPRDESX80","HUAWEI-007"
"FBPRDESX81","HUAWEI-007"
"FBPRDESX79","HUAWEI-007"
"FBPRDESX82","HUAWEI-007"
"FBPRDESX26","HUAWEI-007"
"FBPRDESX58","HUAWEI-007"
"FBPRDESX60","HUAWEI-007"
"FBPRDESX59","HUAWEI-007"
"FBPRDESX61","HUAWEI-007"
"FBPRDESX98","HUAWEI-007"
"FBPRDESX97","HUAWEI-007"
"FBPRDESX55","HUAWEI-007"
"FBPRDESX45","HUAWEI-007"
"FBPRDESX46","HUAWEI-007"
"FBPRDESX25","HUAWEI-007"
"FBPRDESX89","HUAWEI-007"
"FBPRDESX93","HUAWEI-007"
"FBPRDESX92","HUAWEI-007"
"FBPRDESX99","HUAWEI-007"
"FBPRDESX88","HUAWEI-007"
"FBPRDESX86","HUAWEI-007"
"FBPRDESX85","HUAWEI-007"
"FBPRDESX83","HUAWEI-007"
"FBPRDESX84","HUAWEI-007"
"FBPRDESX76","HUAWEI-007"
"FBPRDESX74","HUAWEI-007"
"FBPRDESX78","HUAWEI-007"
"FBPRDESX77","HUAWEI-007"
"FBPRDESX75","HUAWEI-007"
"BNXPRDESX01","HUAWEI-007"
"FBPRDESX68","HUAWEI-007"
"FBPRDESX54","HUAWEI-007"
"FBPRDESX53","HUAWEI-007"
"FBPRDESX67","HUAWEI-007"
"FBPRDESX66","HUAWEI-007"
"FBPRDESX69","HUAWEI-007"
"FBPRDESX70","HUAWEI-007"
"FBPRDESX73","HUAWEI-007"
"FBPRDESX72","HUAWEI-007"
"FBPRDESX71","HUAWEI-007"
"STOPRDAPP06","HUAWEI-007"
"MBPRDCLN05","HUAWEI-007"
"FFPRDDB03","HUAWEI-007"
"FFPRDDB04","HUAWEI-007"
"BNXEARPRDCLN01","HUAWEI-007"
"BNXEARPRDCLN02","HUAWEI-007"
"SFDPRDDB07","HUAWEI-007"
"FBPRDESX100","HUAWEI-007"
"FBPRDESX101","HUAWEI-007"
"FBPRDESX102","HUAWEI-007"
"FBPRDESX103","HUAWEI-007"
"FBPRDESX104","HUAWEI-007"
"FBPRDESX105","HUAWEI-007"
"BNXGSCPRDRAC02","HUAWEI-007"
"HUAWEI005_AT37","HUAWEI-007"
"BNXGSCPRDRAC01","HUAWEI-007"
"BNXMCMPRDRAC01","HUAWEI-007"
"BNXMCMPRDRAC02","HUAWEI-007"
"TNGDRCRAC01","HUAWEI-001-ANK"
"FBDRCESX21","HUAWEI-001-ANK"
"EDDRCGEN02","HUAWEI-001-ANK"
"CBDRCRES01","HUAWEI-001-ANK"
"TNGDRCRAC02","HUAWEI-001-ANK"
"CLESXDRCGEN0101","HUAWEI-001-ANK"
"CLESXDRCGEN0102","HUAWEI-001-ANK"
"CLESXDRCGEN0103","HUAWEI-001-ANK"
"CLESXDRCGEN0104","HUAWEI-001-ANK"
"MBDRCCLN05","HUAWEI-001-ANK"
"EVADRTRAC01","HUAWEI-001-ANK"
"EVADRTRAC02","HUAWEI-001-ANK"
"CTMDRCDB01","HUAWEI-001-ANK"
"FRADRCCLN05","HUAWEI-001-ANK"
"CBDEVDB91","HUAWEI-001-ANK"
"CBPREDB01","HUAWEI-001-ANK"
"FBDRCESX17","HUAWEI-001-ANK"
"KYSTSTDB91","HUAWEI-001-ANK"
"FBDRCESX12","HUAWEI-001-ANK"
"FBDRCESX20","HUAWEI-001-ANK"
"FBDRCESX19","HUAWEI-001-ANK"
"FBDRCESX13","HUAWEI-001-ANK"
"FBDRCESX14","HUAWEI-001-ANK"
"CBTSTRAC95","HUAWEI-001-ANK"
"FBDRCESX15","HUAWEI-001-ANK"
"FBDRCESX16","HUAWEI-001-ANK"
"FBDRCESX18","HUAWEI-001-ANK"
"CBTSTRAC96","HUAWEI-001-ANK"
"PGMTSTRAC91","HUAWEI-001-ANK"
"PGMTSTRAC92","HUAWEI-001-ANK"
"HCETSTRAC51","HUAWEI-001-ANK"
"FBDRCESX08","HUAWEI-001-ANK"
"HCETSTRAC52","HUAWEI-001-ANK"
"VPSTSTRAC51","HUAWEI-001-ANK"
"VPSTSTRAC52","HUAWEI-001-ANK"
"CTMDEVDB51","HUAWEI-001-ANK"
"SDTSTDB52","HUAWEI-001-ANK"
"LSXDRCRAC91","HUAWEI-001-ANK"
"LSXDRCRAC92","HUAWEI-001-ANK"
"SWTSTAPP52","HUAWEI-001-ANK"
"FBDRCESX58","HUAWEI-001-ANK"
"FBDRCESX59","HUAWEI-001-ANK"
"FBDRCESX60","HUAWEI-001-ANK"
"FBDRCESX61","HUAWEI-001-ANK"
"GENDRCRAC01_PHY","HUAWEI-001-ANK"
"GENDRCRAC02_PHY","HUAWEI-001-ANK"
"CBTSTRAC91","HUAWEI-001-ANK"
"CBTSTRAC92","HUAWEI-001-ANK"
"SWTSTMQ51","HUAWEI-001-ANK"
"SWTSTMQ52","HUAWEI-001-ANK"
"GENDRCRAC85","HUAWEI-001-ANK"
"GENDRCRAC86","HUAWEI-001-ANK"
"FBDRCVM34","HUAWEI-001-ANK"
"FBDRCVM31","HUAWEI-001-ANK"
"FBDRCVM33","HUAWEI-001-ANK"
"FBDRCVM32","HUAWEI-001-ANK"
"FBDRCVM30","HUAWEI-001-ANK"
"FBDRCVM48","HUAWEI-001-ANK"
"FBDRCVM46","HUAWEI-001-ANK"
"FBDRCVM45","HUAWEI-001-ANK"
"FBDRCVM47","HUAWEI-001-ANK"
"FBDRCVM38","HUAWEI-001-ANK"
"FBDRCVM37","HUAWEI-001-ANK"
"FBDRCVM39","HUAWEI-001-ANK"
"FBDRCVM36","HUAWEI-001-ANK"
"FBDRCVM35","HUAWEI-001-ANK"
"FBDRCVM40","HUAWEI-001-ANK"
"FBDRCVM28","HUAWEI-001-ANK"
"FBDRCVM41","HUAWEI-001-ANK"
"FBDRCVM42","HUAWEI-001-ANK"
"FBDRCVM25","HUAWEI-001-ANK"
"FBDRCVM26","HUAWEI-001-ANK"
"FBDRCVM27","HUAWEI-001-ANK"
"FBDRCVM29","HUAWEI-001-ANK"
"SWDRCAPP01","HUAWEI-001-ANK"
"SWDRCGW01","HUAWEI-001-ANK"
"SFDTSTRAC53","HUAWEI-001-ANK"
"SFDTSTRAC54","HUAWEI-001-ANK"
"BNXSWDRCMQ01","HUAWEI-001-ANK"
"BNXSWDRCMQ02","HUAWEI-001-ANK"
"SFDDRCRAC03","HUAWEI-001-ANK"
"SFDDRCRAC04","HUAWEI-001-ANK"
"ODDRCRAC01","HUAWEI-001-ANK"
"ODDRCRAC02","HUAWEI-001-ANK"
"SWTSTAPP51","HUAWEI-001-ANK"
"EVADRCRAC01","HUAWEI-001-ANK"
"EVADRCRAC02","HUAWEI-001-ANK"
"ECMDRCDB01","HUAWEI-001-ANK"
"NBUDRCMST02","HUAWEI-001-ANK"
"FBDRCESX11","HUAWEI-001-ANK"
"EDDRCGEN03","HUAWEI-001-ANK"
"FFDRCESX01","HUAWEI-001-ANK"
"FFDRCESX02","HUAWEI-001-ANK"
"ELKDRCDAT01","HUAWEI-001-ANK"
"ELKDRCDAT02","HUAWEI-001-ANK"
"ELKDRCDAT03","HUAWEI-001-ANK"
"ELKDRCDAT04","HUAWEI-001-ANK"
"CBDRCKPS01","HUAWEI-001-ANK"
"CBDRCKPS02","HUAWEI-001-ANK"
"CLESXDRCGEN0105","HUAWEI-001-ANK"
"CLESXDRCGEN0106","HUAWEI-001-ANK"
"YTSDRCRES01","HUAWEI-001-ANK"
"FBDRCESX22","HUAWEI-001-ANK"
"FBDRCESX23","HUAWEI-001-ANK"
"FBDRCESX24","HUAWEI-001-ANK"
"FBDRCESX25","HUAWEI-001-ANK"
"FBDRCESX26","HUAWEI-001-ANK"
"FBDRCESX27","HUAWEI-001-ANK"
"FBDRCESX28","HUAWEI-001-ANK"
"FBDRCESX29","HUAWEI-001-ANK"
"FBDRCESX30","HUAWEI-001-ANK"
"FBDRCESX31","HUAWEI-001-ANK"
"FBDRCESX32","HUAWEI-001-ANK"
"FBDRCESX33","HUAWEI-001-ANK"
"FBDRCESX34","HUAWEI-001-ANK"
"FBDRCESX35","HUAWEI-001-ANK"
"FBDRCESX36","HUAWEI-001-ANK"
"FBDRCESX37","HUAWEI-001-ANK"
"FBDRCESX38","HUAWEI-001-ANK"
"FBDRCESX39","HUAWEI-001-ANK"
"FBDRCESX40","HUAWEI-001-ANK"
"FBDRCESX41","HUAWEI-001-ANK"
"FBDRCESX42","HUAWEI-001-ANK"
"FBDRCESX43","HUAWEI-001-ANK"
"FBDRCESX44","HUAWEI-001-ANK"
"FBDRCESX45","HUAWEI-001-ANK"
"FBDRCESX46","HUAWEI-001-ANK"
"FBDRCESX47","HUAWEI-001-ANK"
"FBDRCESX48","HUAWEI-001-ANK"
"FBDRCESX49","HUAWEI-001-ANK"
"FBDRCESX50","HUAWEI-001-ANK"
"FBDRCESX51","HUAWEI-001-ANK"
