"Lokasyon","Kabinet","Host Name","OS","Map Durumu","Provisioned (TB)","Host WWN"
"Istanbul","HW005_AT37","FBPRDVM_1","VMware ESX","Mapped","314","10005ced8c5529df | 10005ced8c5529cd | 10005ced8c5529c1 | 10005ced8c5529bb | 10005ced8c552997 | 10005ced8c55298e | 10005ced8c552946 | 10005ced8c5519fa | 10005ced8c5519e8 | 10005ced8c5519be | 10005ced8c551994 | 10005ced8c551946"
"Istanbul","HW005_AT37","FBPRDVM_2","VMware ESX","Mapped","314","100070b7e420f569 | 100070b7e420f537 | 100070b7e420f4ee | 100070b7e4241525 | 100070b7e42414d2 | 100070b7e42414b7 | 100070b7e4241458 | 100070b7e424140f | 100070b7e4241276 | 100070b7e42411e4"
"Istanbul","HW005_AT37","FBPRDVM_3","VMware ESX","Mapped","314","100070b7e4241107 | 100070b7e42410ac | 100070b7e4240fe2 | 100070b7e4240fde | 100070b7e420f4a3 | 100070b7e4139a3c | 100070b7e427141b | 100070b7e427140d | 100070b7e42412ab | 100070b7e42411d5"
"Istanbul","HW005_AT37","SCETSTAPP02","AIX","Unmapped","0",""
"Istanbul","HW005_AT37","BNXEDPRDAPP02","Linux","Unmapped","0","10005ced8c5569b1 | 10005ced8c5569a5"
"Istanbul","HW005_AT37","SGXLINTSTRAC02","Linux","Unmapped","0","10009440c9d03675"
"Istanbul","HW005_AT37","BNXMCMPRDRAC01","AIX","Mapped","0.03",""
"Istanbul","HW005_AT37","BNXMCMPRDRAC02","AIX","Mapped","0.03",""
"Istanbul","HW005_AT37","IDMPRDRAC01","AIX","Mapped","0.03",""
"Istanbul","HW005_AT37","IDMPRDRAC02","AIX","Mapped","0.03",""
"Istanbul","HW005_AT37","DAPRDKFK11","AIX","Unmapped","0","10005ced8c55698a | 10005ced8c55696c"
"Istanbul","HW005_AT37","VPSPRDRAC01","AIX","Mapped","0.03",""
"Istanbul","HW005_AT37","VPSPRDRAC02","AIX","Mapped","0.03",""
"Istanbul","HW005_AT37","HCEPRDRAC01","AIX","Mapped","0.03",""
"Istanbul","HW005_AT37","HCEPRDRAC02","AIX","Mapped","0.03",""
"Istanbul","HW005_AT37","OCMPRDRAC01","AIX","Mapped","0.03",""
"Istanbul","HW005_AT37","OCMPRDRAC02","AIX","Mapped","0.03",""
"IBTech","HW005_IBT","IBTPRDESX03","VMware ESX","Mapped","83",""
"IBTech","HW005_IBT","IBTPRDESX04","VMware ESX","Mapped","83","10009440c9d044bb | 10009440c9d05297"
"IBTech","HW005_IBT","IBTPRDESX05","VMware ESX","Mapped","83","10009440c9d0528e | 10009440c9d07252"
"Ankara","HW001","TNGDRCRAC01","AIX","Mapped","0.03",""
"Ankara","HW001","FBDRCESX21","VMware ESX","Mapped","0","100000620b435e00 | 100000620b436e6c"
"Ankara","HW001","EDDRCGEN02","Linux","Unmapped","0",""
"Ankara","HW001","CBDRCRES01","AIX","Unmapped","0",""
"Ankara","HW001","TNGDRCRAC02","AIX","Mapped","0.03",""
"Ankara","HW001","CLESXDRCGEN0101","VMware ESX","Mapped","22",""
"Ankara","HW001","CLESXDRCGEN0102","VMware ESX","Mapped","22",""
"Ankara","HW001","CLESXDRCGEN0103","VMware ESX","Mapped","22",""
"Ankara","HW001","CLESXDRCGEN0104","VMware ESX","Mapped","22",""
"Ankara","HW001","MBDRCCLN05","Windows","Unmapped","0",""
"Ankara","HW001","EVADRTRAC01","AIX","Unmapped","0",""
"Ankara","HW001","EVADRTRAC02","AIX","Unmapped","0",""
"Ankara","HW001","CTMDRCDB01","AIX","Unmapped","0",""
"Ankara","HW001","FRADRCCLN05","Windows","Unmapped","0",""
"Ankara","HW001","CBDEVDB91","AIX","Unmapped","0",""
"Ankara","HW001","CBPREDB01","AIX","Unmapped","0",""
"Ankara","HW001","FBDRCESX17","VMware ESX","Mapped","0","100000620b435ba2 | 100000620b435e39"
"Ankara","HW001","KYSTSTDB91","AIX","Unmapped","0",""
"Ankara","HW001","FBDRCESX12","VMware ESX","Mapped","0","100000620b435bb1 | 100000620b435c27"
"Ankara","HW001","FBDRCESX20","VMware ESX","Mapped","0","100000620b435c18 | 100000620b435cba"
"Ankara","HW001","FBDRCESX19","VMware ESX","Mapped","0","100000620b435d2a | 100000620b435d4b"
"Ankara","HW001","FBDRCESX13","VMware ESX","Mapped","0","100000620b435d36 | 100000620b435d54"
"Ankara","HW001","FBDRCESX14","VMware ESX","Mapped","0","100000620b435dc0 | 100000620b435e7b"
"Ankara","HW001","CBTSTRAC95","AIX","Mapped","20.09",""
"Ankara","HW001","FBDRCESX15","VMware ESX","Mapped","0","100000620b435e09 | 100000620b435e45"
"Ankara","HW001","FBDRCESX16","VMware ESX","Mapped","0","100000620b435e48 | 100000620b435eb1"
"Ankara","HW001","FBDRCESX18","VMware ESX","Mapped","0","100000620b435e7e | 100000620b435e93"
"Ankara","HW001","CBTSTRAC96","AIX","Mapped","20.09",""
"Ankara","HW001","PGMTSTRAC91","Linux","Mapped","8.09",""
"Ankara","HW001","PGMTSTRAC92","Linux","Mapped","8.09",""
"Ankara","HW001","HCETSTRAC51","AIX","Mapped","1.69",""
"Ankara","HW001","FBDRCESX08","VMware ESX","Unmapped","0","10000090faf00798 | 10000090faf007aa"
"Ankara","HW001","HCETSTRAC52","AIX","Mapped","1.69",""
"Ankara","HW001","VPSTSTRAC51","AIX","Mapped","1.65",""
"Ankara","HW001","VPSTSTRAC52","AIX","Mapped","1.65",""
"Ankara","HW001","CTMDEVDB51","AIX","Unmapped","0",""
"Ankara","HW001","SDTSTDB52","AIX","Unmapped","0",""
"Ankara","HW001","LSXDRCRAC91","Linux","Mapped","0",""
"Ankara","HW001","LSXDRCRAC92","Linux","Mapped","0",""
"Ankara","HW001","SWTSTAPP52","AIX","Mapped","3",""
"Ankara","HW001","FBDRCESX58","VMware ESX","Mapped","0","100070b7e42410de | 100070b7e42410df"
"Ankara","HW001","FBDRCESX59","VMware ESX","Mapped","0","100070b7e424112d | 100070b7e424112e"
"Ankara","HW001","FBDRCESX60","VMware ESX","Mapped","0","100070b7e424111b | 100070b7e424111c | 100070b7e4241139 | 100070b7e424113a"
"Ankara","HW001","FBDRCESX61","VMware ESX","Mapped","0","100070b7e4241142"
"Ankara","HW001","GENDRCRAC01_PHY","AIX","Mapped","424.52","100000620b3e41b4 | 100000620b3e41b5 | 100000620b3e4942 | 100000620b3e4943 | 100000620b3e4cf3 | 100000620b3e4cf4 | 100000620b3e5221 | 100000620b3e5222"
"Ankara","HW001","GENDRCRAC02_PHY","AIX","Mapped","424.52","100000620b3e231b | 100000620b3e231c | 100000620b3e482a | 100000620b3e482b | 100000620b3e4cba | 100000620b3e4cbb | 100000620b3e4d1e | 100000620b3e4d1f"
"Ankara","HW001","CBTSTRAC91","AIX","Mapped","0.03",""
"Ankara","HW001","CBTSTRAC92","AIX","Mapped","0.03",""
"Ankara","HW001","SWTSTMQ51","AIX","Mapped","0.5",""
"Ankara","HW001","SWTSTMQ52","AIX","Mapped","0.5",""
"Ankara","HW001","GENDRCRAC85","AIX","Mapped","528.03",""
"Ankara","HW001","GENDRCRAC86","AIX","Mapped","528.03",""
"Ankara","HW001","FBDRCVM34","VMware ESX","Unmapped","0",""
"Ankara","HW001","FBDRCVM31","VMware ESX","Unmapped","0",""
"Ankara","HW001","FBDRCVM33","VMware ESX","Mapped","0",""
"Ankara","HW001","FBDRCVM32","VMware ESX","Unmapped","0",""
"Ankara","HW001","FBDRCVM30","VMware ESX","Unmapped","0",""
"Ankara","HW001","FBDRCVM48","VMware ESX","Unmapped","0",""
"Ankara","HW001","FBDRCVM46","VMware ESX","Unmapped","0",""
"Ankara","HW001","FBDRCVM45","VMware ESX","Unmapped","0",""
"Ankara","HW001","FBDRCVM47","VMware ESX","Unmapped","0",""
"Ankara","HW001","FBDRCVM38","VMware ESX","Mapped","0",""
"Ankara","HW001","FBDRCVM37","VMware ESX","Unmapped","0",""
"Ankara","HW001","FBDRCVM39","VMware ESX","Mapped","0",""
"Ankara","HW001","FBDRCVM36","VMware ESX","Unmapped","0",""
"Ankara","HW001","FBDRCVM35","VMware ESX","Unmapped","0",""
"Ankara","HW001","FBDRCVM40","VMware ESX","Mapped","0",""
"Ankara","HW001","FBDRCVM28","VMware ESX","Unmapped","0",""
"Ankara","HW001","FBDRCVM41","VMware ESX","Mapped","0",""
"Ankara","HW001","FBDRCVM42","VMware ESX","Unmapped","0",""
"Ankara","HW001","FBDRCVM25","VMware ESX","Unmapped","0",""
"Ankara","HW001","FBDRCVM26","VMware ESX","Unmapped","0",""
"Ankara","HW001","FBDRCVM27","VMware ESX","Unmapped","0",""
"Ankara","HW001","FBDRCVM29","VMware ESX","Unmapped","0",""
"Ankara","HW001","SWDRCAPP01","Linux","Unmapped","0",""
"Ankara","HW001","SWDRCGW01","AIX","Unmapped","0",""
"Ankara","HW001","SFDTSTRAC53","Linux","Mapped","2.1",""
"Ankara","HW001","SFDTSTRAC54","Linux","Mapped","2.1",""
"Ankara","HW001","BNXSWDRCMQ01","AIX","Mapped","0.51",""
"Ankara","HW001","BNXSWDRCMQ02","AIX","Mapped","0.51",""
"Ankara","HW001","SFDDRCRAC03","Linux","Mapped","0.05",""
"Ankara","HW001","SFDDRCRAC04","Linux","Mapped","0.05",""
"Ankara","HW001","ig_oddrcrac01","AIX","Mapped","564.53","100000620b3e2457 | 100000620b3e2458 | 100000620b3e4378 | 100000620b3e4379 | 100000620b3e4884 | 100000620b3e4885 | 100000620b3e4999 | 100000620b3e499a"
"Ankara","HW001","ig_oddrcrac02","AIX","Mapped","564.53","100000620b3e2433 | 100000620b3e2434 | 100000620b3e40ea | 100000620b3e40eb | 100000620b3e495a | 100000620b3e495b | 100000620b3e4d00 | 100000620b3e4d01"
"Ankara","HW001","SWTSTAPP51","AIX","Mapped","3",""
"Ankara","HW001","EVADRCRAC01","AIX","Mapped","0.35",""
"Ankara","HW001","EVADRCRAC02","AIX","Mapped","0.35",""
"Ankara","HW001","ECMDRCDB01","AIX","Unmapped","0",""
"Ankara","HW001","NBUDRCMST02","Linux","Unmapped","0",""
"Ankara","HW001","FBDRCESX11","VMware ESX","Unmapped","0","100000109b175b9f | 100000109b175c0e"
"Ankara","HW001","EDDRCGEN03","Linux","Unmapped","0",""
"Ankara","HW001","FFDRCESX01","VMware ESX","Mapped","10",""
"Ankara","HW001","FFDRCESX02","VMware ESX","Mapped","10",""
"Ankara","HW001","ELKDRCDAT01","Linux","Unmapped","0",""
"Ankara","HW001","ELKDRCDAT02","Linux","Unmapped","0",""
"Ankara","HW001","ELKDRCDAT03","Linux","Unmapped","0",""
"Ankara","HW001","ELKDRCDAT04","Linux","Unmapped","0",""
"Ankara","HW001","CBDRCKPS01","AIX","Unmapped","0",""
"Ankara","HW001","CBDRCKPS02","AIX","Unmapped","0",""
"Ankara","HW001","CLESXDRCGEN0105","VMware ESX","Mapped","22",""
"Ankara","HW001","CLESXDRCGEN0106","VMware ESX","Mapped","22",""
"Ankara","HW001","YTSDRCRES01","AIX","Unmapped","0",""
"Ankara","HW001","FBDRCESX22","VMware ESX","Mapped","0",""
"Ankara","HW001","FBDRCESX23","VMware ESX","Mapped","0",""
"Ankara","HW001","FBDRCESX24","VMware ESX","Mapped","0",""
"Ankara","HW001","FBDRCESX25","VMware ESX","Mapped","0",""
"Ankara","HW001","FBDRCESX26","VMware ESX","Mapped","0",""
"Ankara","HW001","FBDRCESX27","VMware ESX","Mapped","0",""
"Ankara","HW001","FBDRCESX28","VMware ESX","Mapped","0",""
"Ankara","HW001","FBDRCESX29","VMware ESX","Mapped","0",""
"Ankara","HW001","FBDRCESX30","VMware ESX","Mapped","0",""
"Ankara","HW001","FBDRCESX31","VMware ESX","Mapped","0",""
"Ankara","HW001","FBDRCESX32","VMware ESX","Mapped","0",""
"Ankara","HW001","FBDRCESX33","VMware ESX","Mapped","0",""
"Ankara","HW001","FBDRCESX34","VMware ESX","Mapped","0",""
"Ankara","HW001","FBDRCESX35","VMware ESX","Mapped","0",""
"Ankara","HW001","FBDRCESX36","VMware ESX","Mapped","0",""
"Ankara","HW001","FBDRCESX37","VMware ESX","Mapped","0",""
"Ankara","HW001","FBDRCESX38","VMware ESX","Mapped","0",""
"Ankara","HW001","FBDRCESX39","VMware ESX","Mapped","0",""
"Ankara","HW001","FBDRCESX40","VMware ESX","Mapped","0",""
"Ankara","HW001","FBDRCESX41","VMware ESX","Mapped","0",""
"Ankara","HW001","FBDRCESX42","VMware ESX","Mapped","0",""
"Ankara","HW001","FBDRCESX43","VMware ESX","Mapped","0",""
"Ankara","HW001","FBDRCESX44","VMware ESX","Mapped","0",""
"Ankara","HW001","FBDRCESX45","VMware ESX","Mapped","0",""
"Ankara","HW001","FBDRCESX46","VMware ESX","Mapped","0",""
"Ankara","HW001","FBDRCESX47","VMware ESX","Mapped","0",""
"Ankara","HW001","FBDRCESX48","VMware ESX","Mapped","0",""
"Ankara","HW001","FBDRCESX49","VMware ESX","Mapped","0",""
"Ankara","HW001","FBDRCESX50","VMware ESX","Mapped","0",""
"Ankara","HW001","FBDRCESX51","VMware ESX","Mapped","0",""
"Ankara","HW001","FBDRCESX52","VMware ESX","Mapped","0",""
"Ankara","HW001","FBDRCESX53","VMware ESX","Mapped","0",""
"Ankara","HW001","FBDRCESX54","VMware ESX","Mapped","0","100070b7e4240fea | 100070b7e4241069"
"Ankara","HW001","FBDRCESX55","VMware ESX","Mapped","0","100070b7e4241048 | 100070b7e424113f"
"Ankara","HW001","FBDRCESX56","VMware ESX","Mapped","0",""
"Ankara","HW001","FBDRCESX57","VMware ESX","Mapped","0",""
"Ankara","HW001","KMPDRCDB02","Windows","Unmapped","0",""
"Ankara","HW001","KMPDRCDB03","Windows","Unmapped","0",""
"Ankara","HW001","HM_YTSDRCDB01","AIX","Unmapped","0",""
"Ankara","HW001","ATMDRCHST02","Windows","Unmapped","0",""
"Ankara","HW001","HM_CBDRCARC","AIX","Unmapped","0",""
"Ankara","HW001","GENDRCRAC01","AIX","Unmapped","0",""
"Ankara","HW001","GENDRCRAC02","AIX","Unmapped","0",""
"Ankara","HW001","MSGSDRCEXC11","Windows","Unmapped","0",""
"Ankara","HW001","MSGSDRCEXC12","Windows","Unmapped","0",""
"Ankara","HW001","MSGSDRCEXC13","Windows","Unmapped","0",""
"Ankara","HW001","MSGSDRCEXC14","Windows","Unmapped","0",""
"Ankara","HW001","MSGSDRCEXC15","Windows","Unmapped","0",""
"Ankara","HW001","MSGSDRCEXC16","Windows","Unmapped","0",""
"Ankara","HW001","MSGSDRCEXC17","Windows","Unmapped","0",""
"Ankara","HW001","CBDRCRAC85","AIX","Mapped","52.06","100000620b3e3f6c | 100000620b3e3f6d | 100000620b3e436c | 100000620b3e436d | 100000620b3e4842 | 100000620b3e4843 | 100000620b3e4ca8 | 100000620b3e4ca9"
"Ankara","HW001","CBDRCRAC86","AIX","Mapped","52.06","100000620b3e1e48 | 100000620b3e1e49 | 100000620b3e2215 | 100000620b3e2216 | 100000620b3e223c | 100000620b3e223d | 100000620b3e4ced | 100000620b3e4cee"
"Ankara","HW001","CLDRCGENGPU1001","Linux","Unmapped","0",""
"Ankara","HW001","ALMDRCCLN01","Windows","Unmapped","0",""
"Ankara","HW001","FFDRCESX03","VMware ESX","Unmapped","0",""
"Ankara","HW005","KFTDRCRAC01","AIX","Mapped","0.03",""
"Ankara","HW005","EDDRCGEN02_TEST","Linux","Unmapped","0",""
"Ankara","HW005","FBDRCESX21","VMware ESX","Unmapped","0","100000620b435e00 | 100000620b436e6c"
"Ankara","HW005","KFTDRCRAC02","AIX","Mapped","0.03",""
"Ankara","HW005","YTSDRCRES01","AIX","Unmapped","0",""
"Ankara","HW005","TNGDRCRAC01","AIX","Mapped","8.03",""
"Ankara","HW005","TNGDRCRAC02","AIX","Mapped","8.03",""
"Ankara","HW005","HM_YTSDRCDB01","AIX","Unmapped","0",""
"Ankara","HW005","CCDRCCLN11","Windows","Unmapped","0","10009440c9cf9066 | 10009440c9cfa054"
"Ankara","HW005","HSTDRCDB03","Windows","Unmapped","0",""
"Ankara","HW005","FRDRCDB02","Windows","Unmapped","0",""
"Ankara","HW005","HM_CBDRCARC","AIX","Unmapped","0",""
"Ankara","HW005","GENDRCRAC01","AIX","Unmapped","0",""
"Ankara","HW005","GENDRCRAC02","AIX","Unmapped","0",""
"Ankara","HW005","MSGSDRCEXC11","Windows","Unmapped","0","10009440c9d41a7e | 10009440c9d41ade"
"Ankara","HW005","MSGSDRCEXC12","Windows","Unmapped","0","10009440c9d41a72 | 10009440c9d41aba"
"Ankara","HW005","MSGSDRCEXC13","Windows","Unmapped","0","10009440c9d49cf6 | 10009440c9d4ac1b"
"Ankara","HW005","MSGSDRCEXC14","Windows","Unmapped","0","10009440c9d41a57 | 10009440c9d49ce4"
"Ankara","HW005","MSGSDRCEXC15","Windows","Unmapped","0","10009440c9d49c7b | 10009440c9d4ac48"
"Ankara","HW005","MSGSDRCEXC16","Windows","Unmapped","0","10009440c9d48c69 | 10009440c9d49c66"
"Ankara","HW005","MSGSDRCEXC17","Windows","Unmapped","0","10009440c9d41a8a"
"Ankara","HW005","SFDDRCRAC01","Linux","Mapped","16.06","10009440c9d49990 | 10009440c9d499ae"
"Ankara","HW005","SFDDRCRAC02","Linux","Mapped","16.06","10009440c9d499b1"
"Ankara","HW005","SFDDRCRAC03","Linux","Mapped","328.2",""
"Ankara","HW005","SFDDRCRAC04","Linux","Mapped","328.2","10009440c9d499a2 | 10009440c9d499ed"
"Ankara","HW005","CBDRCRAC86","AIX","Mapped","52.06","100000620b3e1e48 | 100000620b3e1e49 | 100000620b3e2215 | 100000620b3e2216 | 100000620b3e223c | 100000620b3e223d | 100000620b3e4ced | 100000620b3e4cee"
"Ankara","HW005","CBDRCRAC85","AIX","Mapped","52.06","100000620b3e3f6c | 100000620b3e3f6d | 100000620b3e436c | 100000620b3e436d | 100000620b3e4842 | 100000620b3e4843 | 100000620b3e4ca8 | 100000620b3e4ca9"
"Ankara","HW005","CLWDRCGENGPU1002","Linux","Unmapped","0",""
"Ankara","HW005","SEADRCRAC01","AIX","Mapped","160.03",""
"Ankara","HW005","SEADRCRAC02","AIX","Mapped","160.03",""
"Ankara","HW005","MBDRCCLN05","Windows","Unmapped","0","10009440c9d4b94b"
"Ankara","HW005","MBEDRCCLN04","Windows","Unmapped","0",""
"Ankara","HW005","FBDRCVM47","VMware ESX","Unmapped","0","10009440c9ce8287 | 10009440c9ce921e"
"Ankara","HW005","FBDRCVM46","VMware ESX","Unmapped","0","10009440c9ce72a5 | 10009440c9ce820f"
"Ankara","HW005","FBDRCVM45","VMware ESX","Unmapped","0","10009440c9ce822a | 10009440c9ce825d"
"Ankara","HW005","EVATSTRAC91","AIX","Mapped","20.09",""
"Ankara","HW005","EVATSTRAC92","AIX","Mapped","20.09",""
"Ankara","HW005","OCMDRCRAC01","AIX","Mapped","0.03",""
"Ankara","HW005","OCMDRCRAC02","AIX","Mapped","0.03",""
"Ankara","HW005","CFRDRCRAC01","AIX","Mapped","0.03",""
"Ankara","HW005","TNGTSTRAC91","AIX","Mapped","2.09",""
"Ankara","HW005","TNGTSTRAC92","AIX","Mapped","2.09",""
"Ankara","HW005","KFTTSTRAC91","AIX","Mapped","4.09",""
"Ankara","HW005","KFTTSTRAC92","AIX","Mapped","4.09",""
"Ankara","HW005","GENTSTRAC91","AIX","Mapped","160.09",""
"Ankara","HW005","GENTSTRAC92","AIX","Mapped","160.09",""
"Ankara","HW005","YTSTSTDB51","AIX","Unmapped","0",""
"Ankara","HW005","SEATSTRAC51","AIX","Mapped","4.03",""
"Ankara","HW005","SEATSTRAC52","AIX","Mapped","4.03",""
"Ankara","HW005","CTMTSTDB51","AIX","Unmapped","0",""
"Ankara","HW005","IDMTSTRAC51","AIX","Mapped","1.65",""
"Ankara","HW005","IDMTSTRAC52","AIX","Mapped","1.65",""
"Ankara","HW005","VPSTSTRAC53","AIX","Mapped","0.65",""
"Ankara","HW005","VPSTSTRAC54","AIX","Mapped","0.65",""
"Ankara","HW005","IFMTSTDB51","AIX","Unmapped","0",""
"Ankara","HW005","ECMTSTRAC53","AIX","Mapped","11.15",""
"Ankara","HW005","ECMTSTRAC54","AIX","Mapped","11.15",""
"Ankara","HW005","ODITSTDB52","AIX","Unmapped","0",""
"Ankara","HW005","FEDRCVM05","Linux","Mapped","8",""
"Ankara","HW005","FEDRCVM06","Linux","Mapped","8",""
"Ankara","HW005","FEDRCVM07","Linux","Mapped","8","10001c98ec095d88 | 10001c98ec095d89"
"Ankara","HW005","LSXPRDRAC91","Linux","Mapped","0.03","100070b7e42412d2 | 100070b7e4241421"
"Ankara","HW005","LSXPRDRAC92","Linux","Mapped","0.03","100070b7e424133c | 100070b7e4241390"
"Ankara","HW005","GENDRCRAC01_PHY","AIX","Mapped","424.52","100000620b3e41b4 | 100000620b3e41b5 | 100000620b3e4942 | 100000620b3e4943 | 100000620b3e4cf3 | 100000620b3e4cf4 | 100000620b3e5221 | 100000620b3e5222"
"Ankara","HW005","GENDRCRAC02_PHY","AIX","Mapped","424.52","100000620b3e231b | 100000620b3e231c | 100000620b3e482a | 100000620b3e482b | 100000620b3e4cba | 100000620b3e4cbb | 100000620b3e4d1e | 100000620b3e4d1f"
"Ankara","HW005","CBTSTRAC91","AIX","Mapped","0.06",""
"Ankara","HW005","CBTSTRAC92","AIX","Mapped","0.06",""
"Ankara","HW005","SCETSTDB52","AIX","Unmapped","0",""
"Ankara","HW005","PSTSTDB54","AIX","Unmapped","0",""
"Ankara","HW005","CBDRCRES01","AIX","Unmapped","0",""
"Ankara","HW005","CBDRCGEN01","AIX","Unmapped","0",""
"Ankara","HW005","KYSDRCDB01","AIX","Unmapped","0",""
"Ankara","HW005","ODTSTDB91","AIX","Unmapped","0",""
"Ankara","HW005","GENDRCRAC85","AIX","Mapped","0.03",""
"Ankara","HW005","GENDRCRAC86","AIX","Mapped","0.03",""
"Ankara","HW005","EBSDRCAPP21","Linux","Unmapped","0",""
"Ankara","HW005","EBSDRCDMZ21","Linux","Unmapped","0",""
"Ankara","HW005","YNDRCCLN03","Windows","Unmapped","0",""
"Ankara","HW005","CFRDRCRAC02","AIX","Mapped","0.03",""
"Ankara","HW005","SWTSTAPP51","AIX","Mapped","1.51",""
"Ankara","HW005","COMDRCCLN03","Windows","Unmapped","0","10009440c9cf904e | 10009440c9cfa08a"
"Ankara","HW005","SCEDRCAPP02","AIX","Unmapped","0",""
"Ankara","HW005","SCEDRCDB01","AIX","Unmapped","0",""
"Ankara","HW005","VPSDRCRAC01","AIX","Mapped","16.15",""
"Ankara","HW005","VPSDRCRAC02","AIX","Mapped","16.15",""
"Ankara","HW005","VDIDRCVM03","Windows","Mapped","16",""
"Ankara","HW005","VDIDRCVM04","Windows","Mapped","16",""
"Ankara","HW005","FBDRCVM36","Windows","Mapped","16","10009440c9ceb2f4 | 10009440c9cec23a"
"Ankara","HW005","FBDRCVM37","Windows","Mapped","16","10009440c9cec222 | 10009440c9cec231"
"Ankara","HW005","FBDRCVM43","Windows","Unmapped","0","10009440c9cf4019 | 10009440c9cf5061"
"Ankara","HW005","FBDRCVM44","Windows","Unmapped","0","10009440c9cf402e | 10009440c9cf5097"
"Ankara","HW005","CSDRCANS01","AIX","Unmapped","0",""
"Ankara","HW005","EBSDRCDB21","Linux","Unmapped","0",""
"Ankara","HW005","SWTSTAPP52","AIX","Mapped","1.51",""
"Ankara","HW005","ig_oddrcrac01","AIX","Mapped","0.03","100000620b3e2457 | 100000620b3e2458 | 100000620b3e4378 | 100000620b3e4379 | 100000620b3e4884 | 100000620b3e4885 | 100000620b3e4999 | 100000620b3e499a"
"Ankara","HW005","ig_oddrcrac02","AIX","Mapped","0.03","100000620b3e2433 | 100000620b3e2434 | 100000620b3e40ea | 100000620b3e40eb | 100000620b3e495a | 100000620b3e495b | 100000620b3e4d00 | 100000620b3e4d01"
"Ankara","HW005","EVADRCRAC01","AIX","Mapped","0.35",""
"Ankara","HW005","EVADRCRAC02","AIX","Mapped","0.35",""
"Ankara","HW005","YTSDRCDB02","AIX","Unmapped","0",""
"Ankara","HW005","CBTSTRAC97","AIX","Mapped","0.03",""
"Ankara","HW005","CBTSTRAC98","AIX","Mapped","0.03",""
"Ankara","HW005","VMAX_651","Linux","Unmapped","0",""
"Ankara","HW005","FBDRCESX56","VMware ESX","Unmapped","0","100070b7e4241169 | 100070b7e42411ae"
"Ankara","HW005","FBDRCVM35","Windows","Mapped","16","10009440c9ceb2f7 | 10009440c9cec25b"
"Ankara","HW005","FBDRCVM34","Windows","Mapped","16","10009440c9ce2284 | 10009440c9ce321b"
"Ankara","HW001_SOL5","SWTSTMGW51","AIX","Unmapped","0",""
"Ankara","HW001_SOL5","ig_BNXALGTSTDB51","AIX","Unmapped","0",""
"Ankara","HW001_SOL5","KFTDRCRAC01","AIX","Mapped","8.03",""
"Ankara","HW001_SOL5","KFTDRCRAC02","AIX","Mapped","8.03",""
"Ankara","HW001_SOL5","OCMDRCRAC01","AIX","Mapped","304.03",""
"Ankara","HW001_SOL5","OCMDRCRAC02","AIX","Mapped","304.03",""
"Ankara","HW001_SOL5","CFRDRCRAC01","AIX","Mapped","56.03",""
"Ankara","HW001_SOL5","CFRDRCRAC02","AIX","Mapped","56.03",""
"Ankara","HW001_SOL5","ig_lsxdrcesx02","VMware ESX","Mapped","7","100070b7e4241021"
"Ankara","HW001_SOL5","ig_lsxdrcesx01","VMware ESX","Mapped","7","100070b7e424104e"
"Ankara","HW001_SOL5","BNXCBSPOCAPP51","Linux","Unmapped","0",""
