"Lokasyon","Kabinet","Volume","Size (TB)","Serial"
"Istanbul","PURE_005","FBPRDESX_SQL_33","5","32ED5FFC4BE43FAB000121E4"
"Istanbul","PURE_005","FBPRDESX_SQL_34","5","32ED5FFC4BE43FAB000121E5"
"Istanbul","PURE_005","FBPRDESX_SQL_35","5","32ED5FFC4BE43FAB000121E6"
"Istanbul","PURE_005","FBPRDESX_SQL_36","5","32ED5FFC4BE43FAB000121E7"
"Istanbul","PURE_005","FBPRDESX_SQL_37","5","32ED5FFC4BE43FAB000121E8"
"Istanbul","PURE_005","PGMPRDRAC01_01","0.5","32ED5FFC4BE43FAB000121E9"
"Istanbul","PURE_005","PGMPRDRAC01_02","0.5","32ED5FFC4BE43FAB000121EA"
"Istanbul","PURE_005","PGMPRDRAC02_01","0.5","32ED5FFC4BE43FAB000121EB"
"Istanbul","PURE_005","PGMPRDRAC02_02","0.5","32ED5FFC4BE43FAB000121EC"
"Istanbul","PURE_005","PGMPRDRAC0102_01","0.02","32ED5FFC4BE43FAB000121ED"
"Istanbul","PURE_005","PGMPRDRAC0102_02","0.02","32ED5FFC4BE43FAB000121EE"
"Istanbul","PURE_005","PGMPRDRAC0102_03","0.02","32ED5FFC4BE43FAB000121EF"
"Istanbul","PURE_005","PGMPRDRAC0102_04","0.107","32ED5FFC4BE43FAB000121F0"
"Istanbul","PURE_005","PGMPRDRAC0102_05","0.107","32ED5FFC4BE43FAB000121F1"
"Istanbul","PURE_005","PGMPRDRAC0102_06","0.107","32ED5FFC4BE43FAB000121F2"
"Istanbul","PURE_005","PGMPRDRAC0102_07","0.107","32ED5FFC4BE43FAB000121F3"
"Istanbul","PURE_005","PGMPRDRAC0102_08","0.107","32ED5FFC4BE43FAB000121F4"
"Istanbul","PURE_005","PGMPRDRAC0102_09","0.107","32ED5FFC4BE43FAB000121F5"
"Istanbul","PURE_005","PGMPRDRAC0102_10","1","32ED5FFC4BE43FAB000121F6"
"Istanbul","PURE_005","PGMPRDRAC0102_11","1","32ED5FFC4BE43FAB000121F7"
"Istanbul","PURE_005","PGMPRDRAC0102_12","1","32ED5FFC4BE43FAB000121F8"
"Istanbul","PURE_005","PGMPRDRAC0102_13","1","32ED5FFC4BE43FAB000121F9"
"Istanbul","PURE_005","PGMPRDRAC0102_14","1","32ED5FFC4BE43FAB000121FA"
"Istanbul","PURE_005","PGMPRDRAC0102_15","1","32ED5FFC4BE43FAB000121FB"
"Istanbul","PURE_005","PGMPRDRAC0102_16","1","32ED5FFC4BE43FAB000121FC"
"Istanbul","PURE_005","PGMPRDRAC0102_17","1","32ED5FFC4BE43FAB000121FD"
"Istanbul","PURE_005","PGMPRDRAC0102_18","1","32ED5FFC4BE43FAB000121FE"
"Istanbul","PURE_005","PGMPRDRAC0102_19","1","32ED5FFC4BE43FAB000121FF"
"Istanbul","PURE_005","PGMPRDRAC0102_20","1","32ED5FFC4BE43FAB00012210"
"Istanbul","PURE_005","PGMPRDRAC0102_21","1","32ED5FFC4BE43FAB00012211"
"Istanbul","PURE_005","PGMPRDRAC0102_22","1","32ED5FFC4BE43FAB00012212"
"Istanbul","PURE_005","PGMPRDRAC0102_23","1","32ED5FFC4BE43FAB00012213"
"Istanbul","PURE_005","PGMPRDRAC0102_24","1","32ED5FFC4BE43FAB00012214"
"Istanbul","PURE_005","PGMPRDRAC0102_25","1","32ED5FFC4BE43FAB00012215"
"Istanbul","PURE_005","PGMPRDRAC0102_26","1","32ED5FFC4BE43FAB00012216"
"Istanbul","PURE_005","PGMPRDRAC0102_27","1","32ED5FFC4BE43FAB00012217"
"Istanbul","PURE_005","PGMPRDRAC0102_28","1","32ED5FFC4BE43FAB00012218"
"Istanbul","PURE_005","PGMPRDRAC0102_29","1","32ED5FFC4BE43FAB00012219"
"Istanbul","PURE_005","PGMPRDRAC0102_30","1","32ED5FFC4BE43FAB0001221A"
"Istanbul","PURE_005","PGMPRDRAC0102_31","1","32ED5FFC4BE43FAB0001221B"
"Istanbul","PURE_005","PGMPRDRAC0102_32","1","32ED5FFC4BE43FAB0001221C"
"Istanbul","PURE_005","PGMPRDRAC0102_33","1","32ED5FFC4BE43FAB0001221D"
"Istanbul","PURE_005","PGMPRDRAC0102_34","1","32ED5FFC4BE43FAB0001221E"
"Istanbul","PURE_005","PGMPRDRAC0102_35","1","32ED5FFC4BE43FAB0001221F"
"Istanbul","PURE_005","PGMPRDRAC0102_36","1","32ED5FFC4BE43FAB00012222"
"Istanbul","PURE_005","PGMPRDRAC0102_37","1","32ED5FFC4BE43FAB00012223"
"Istanbul","PURE_005","PGMPRDRAC0102_38","1","32ED5FFC4BE43FAB00012224"
"Istanbul","PURE_005","PGMPRDRAC0102_39","1","32ED5FFC4BE43FAB00012225"
"Istanbul","PURE_005","KSAODITSTDB01_OS_1","0.295","32ED5FFC4BE43FAB00012226"
"Istanbul","PURE_005","FBPRDESX_SQL_40","6","32ED5FFC4BE43FAB00012227"
"Istanbul","PURE_005","FBPRDESX_SQL_41","6","32ED5FFC4BE43FAB00012228"
"Istanbul","PURE_005","FBPRDESX_SQL_42","6","32ED5FFC4BE43FAB00012229"
"Istanbul","PURE_005","FBPRDESX_SQL_43","6","32ED5FFC4BE43FAB0001222A"
"Istanbul","PURE_005","CBDEVDB01_ROOT","0.293","32ED5FFC4BE43FAB0001222B"
"Istanbul","PURE_005","CBDEVDB01_00","0.117","32ED5FFC4BE43FAB0001222C"
"Istanbul","PURE_005","CBDEVDB01_01","0.117","32ED5FFC4BE43FAB0001222D"
"Istanbul","PURE_005","CBDEVDB01_02","0.117","32ED5FFC4BE43FAB0001222E"
"Istanbul","PURE_005","CBDEVDB01_03","0.5","32ED5FFC4BE43FAB0001222F"
"Istanbul","PURE_005","CBDEVDB01_04","0.5","32ED5FFC4BE43FAB00012230"
"Istanbul","PURE_005","CBDEVDB01_05","0.732","32ED5FFC4BE43FAB00012231"
"Istanbul","PURE_005","SWPRDMGW02_ROOT","0.293","32ED5FFC4BE43FAB00012236"
"Istanbul","PURE_005","SWPRDMGW01_ROOT","0.293","32ED5FFC4BE43FAB00012237"
"Istanbul","PURE_005","SWPRDMGW01_01","0.5","32ED5FFC4BE43FAB00012238"
"Istanbul","PURE_005","SWPRDMGW02_01","0.5","32ED5FFC4BE43FAB00012239"
"Istanbul","PURE_005","ELKPRDDAT10_01","4","32ED5FFC4BE43FAB00012249"
"Istanbul","PURE_005","ELKPRDDAT10_02","4","32ED5FFC4BE43FAB0001224A"
"Istanbul","PURE_005","ELKPRDDAT10_03","4","32ED5FFC4BE43FAB0001224B"
"Istanbul","PURE_005","ELKPRDDAT10_04","4","32ED5FFC4BE43FAB0001224C"
"Istanbul","PURE_005","ELKPRDDAT10_05","4","32ED5FFC4BE43FAB0001224D"
"Istanbul","PURE_005","ELKPRDDAT10_06","5","32ED5FFC4BE43FAB0001224E"
"Istanbul","PURE_005","KFTPRDRAC01_ROOT","0.293","32ED5FFC4BE43FAB0001224F"
"Istanbul","PURE_005","KFTPRDRAC02_ROOT","0.293","32ED5FFC4BE43FAB00012250"
"Istanbul","PURE_005","CSGENMST01_OS","0.293","32ED5FFC4BE43FAB00012251"
"Istanbul","PURE_005","KFTPRDRAC01_FS_01","0.5","32ED5FFC4BE43FAB00012255"
"Istanbul","PURE_005","KFTPRDRAC01_FS_02","0.5","32ED5FFC4BE43FAB00012256"
"Istanbul","PURE_005","KFTPRDRAC01_FS_03","0.5","32ED5FFC4BE43FAB00012257"
"Istanbul","PURE_005","KFTPRDRAC02_FS_01","0.5","32ED5FFC4BE43FAB00012258"
"Istanbul","PURE_005","KFTPRDRAC02_FS_02","0.5","32ED5FFC4BE43FAB00012259"
"Istanbul","PURE_005","KFTPRDRAC02_FS_03","0.5","32ED5FFC4BE43FAB0001225A"
"Istanbul","PURE_005","KFTPRDRAC_01","2","32ED5FFC4BE43FAB0001225B"
"Istanbul","PURE_005","KFTPRDRAC_02","2","32ED5FFC4BE43FAB0001225C"
"Istanbul","PURE_005","KFTPRDRAC_03","2","32ED5FFC4BE43FAB0001225D"
"Istanbul","PURE_005","KFTPRDRAC_04","2","32ED5FFC4BE43FAB0001225E"
"Istanbul","PURE_005","KFTPRDRAC_05","0.016","32ED5FFC4BE43FAB0001225F"
"Istanbul","PURE_005","KFTPRDRAC_07","0.016","32ED5FFC4BE43FAB00012261"
"Istanbul","PURE_005","CBDEVDB01_ASM_01","2","32ED5FFC4BE43FAB0001264A"
"Istanbul","PURE_005","CBDEVDB01_ASM_02","2","32ED5FFC4BE43FAB0001264B"
"Istanbul","PURE_005","CBDEVDB01_ASM_03","2","32ED5FFC4BE43FAB0001264C"
"Istanbul","PURE_005","CBDEVDB01_ASM_04","2","32ED5FFC4BE43FAB0001264D"
"Istanbul","PURE_005","CBDEVDB01_ASM_05","2","32ED5FFC4BE43FAB0001264E"
"Istanbul","PURE_005","CBDEVDB01_ASM_06","2","32ED5FFC4BE43FAB0001264F"
"Istanbul","PURE_005","CBDEVDB01_ASM_07","2","32ED5FFC4BE43FAB00012650"
"Istanbul","PURE_005","CBDEVDB01_ASM_08","2","32ED5FFC4BE43FAB00012651"
"Istanbul","PURE_005","CBDEVDB01_ASM_09","2","32ED5FFC4BE43FAB00012652"
"Istanbul","PURE_005","TRHPRDAPP03_1","5","32ED5FFC4BE43FAB00012653"
"Istanbul","PURE_005","ATLTSTRAC01_OS","0.293","32ED5FFC4BE43FAB00012654"
"Istanbul","PURE_005","ATLTSTRAC02_OS","0.293","32ED5FFC4BE43FAB00012655"
"Istanbul","PURE_005","ATLTSTRAC01_01","0.488","32ED5FFC4BE43FAB00012656"
"Istanbul","PURE_005","ATLTSTRAC02_01","0.488","32ED5FFC4BE43FAB00012657"
"Istanbul","PURE_005","ATLTSTRAC_001","2","32ED5FFC4BE43FAB00012658"
"Istanbul","PURE_005","PGMPRDRAC0102_40","1","32ED5FFC4BE43FAB00012659"
"Istanbul","PURE_005","PGMPRDRAC0102_41","1","32ED5FFC4BE43FAB0001265A"
"Istanbul","PURE_005","PGMPRDRAC0102_42","1","32ED5FFC4BE43FAB0001265B"
"Istanbul","PURE_005","PGMPRDRAC0102_43","1","32ED5FFC4BE43FAB0001265C"
"Istanbul","PURE_005","PGMPRDRAC0102_44","1","32ED5FFC4BE43FAB0001265D"
"Istanbul","PURE_005","PGMPRDRAC0102_45","1","32ED5FFC4BE43FAB0001265E"
"Istanbul","PURE_005","PGMPRDRAC0102_46","1","32ED5FFC4BE43FAB0001265F"
"Istanbul","PURE_005","PGMPRDRAC0102_47","1","32ED5FFC4BE43FAB00012660"
"Istanbul","PURE_005","PGMPRDRAC0102_48","1","32ED5FFC4BE43FAB00012661"
"Istanbul","PURE_005","PGMPRDRAC0102_49","1","32ED5FFC4BE43FAB00012662"
"Istanbul","PURE_005","ELKPRDDAT12_01","4","32ED5FFC4BE43FAB0001266C"
"Istanbul","PURE_005","ELKPRDDAT12_02","4","32ED5FFC4BE43FAB0001266D"
"Istanbul","PURE_005","ELKPRDDAT12_03","4","32ED5FFC4BE43FAB0001266E"
"Istanbul","PURE_005","ELKPRDDAT12_04","4","32ED5FFC4BE43FAB0001266F"
"Istanbul","PURE_005","ELKPRDDAT12_05","4","32ED5FFC4BE43FAB00012670"
"Istanbul","PURE_005","ELKPRDDAT12_06","5","32ED5FFC4BE43FAB00012671"
"Istanbul","PURE_005","GENTSTRAC0102_01","0.016","32ED5FFC4BE43FAB00012672"
"Istanbul","PURE_005","GENTSTRAC0102_02","0.016","32ED5FFC4BE43FAB00012673"
"Istanbul","PURE_005","GENTSTRAC0102_03","2","32ED5FFC4BE43FAB00012674"
"Istanbul","PURE_005","GENTSTRAC0102_04","2","32ED5FFC4BE43FAB00012675"
"Istanbul","PURE_005","GENTSTRAC0102_05","2","32ED5FFC4BE43FAB00012676"
"Istanbul","PURE_005","GENTSTRAC0102_06","2","32ED5FFC4BE43FAB00012677"
"Istanbul","PURE_005","GENTSTRAC0102_07","2","32ED5FFC4BE43FAB00012678"
"Istanbul","PURE_005","GENTSTRAC0102_08","2","32ED5FFC4BE43FAB00012679"
"Istanbul","PURE_005","GENTSTRAC0102_09","2","32ED5FFC4BE43FAB0001267A"
"Istanbul","PURE_005","GENTSTRAC0102_10","2","32ED5FFC4BE43FAB0001267B"
"Istanbul","PURE_005","GENTSTRAC0102_11","2","32ED5FFC4BE43FAB0001267C"
"Istanbul","PURE_005","GENTSTRAC0102_12","2","32ED5FFC4BE43FAB0001267D"
"Istanbul","PURE_005","GENTSTRAC0102_13","2","32ED5FFC4BE43FAB0001267E"
"Istanbul","PURE_005","ATLTSTRAC01_02","0.293","32ED5FFC4BE43FAB0001267F"
"Istanbul","PURE_005","ATLTSTRAC02_02","0.293","32ED5FFC4BE43FAB00012680"
"Istanbul","PURE_005","KYSTSTDB01_17","0.293","32ED5FFC4BE43FAB00012681"
"Istanbul","PURE_005","SEAPRDRAC02_OS_01","0.293","32ED5FFC4BE43FAB00012682"
"Istanbul","PURE_005","SEAPRDRAC02_OS_02","0.293","32ED5FFC4BE43FAB00012683"
"Istanbul","PURE_005","SEAPRDRAC01_OS_01","0.293","32ED5FFC4BE43FAB00012684"
"Istanbul","PURE_005","SEAPRDRAC01_OS_02","0.293","32ED5FFC4BE43FAB00012685"
"Istanbul","PURE_005","SEAPRDRAC02_OS_3","0.488","32ED5FFC4BE43FAB00012686"
"Istanbul","PURE_005","SEAPRDRAC01_OS_3","0.488","32ED5FFC4BE43FAB00012687"
"Istanbul","PURE_005","SEAPRDRAC_ASM_01","2","32ED5FFC4BE43FAB00012688"
"Istanbul","PURE_005","SDTSTDB02_OS","0.293","32ED5FFC4BE43FAB00012689"
"Istanbul","PURE_005","SDTSTDB02_FS_01","1","32ED5FFC4BE43FAB0001268A"
"Istanbul","PURE_005","SDTSTDB02_0S_02","0.293","32ED5FFC4BE43FAB0001268B"
"Istanbul","PURE_005","PSTSTESX_09","15","32ED5FFC4BE43FAB0001268C"
"Istanbul","PURE_005","PSTSTESX_10","15","32ED5FFC4BE43FAB0001268D"
"Istanbul","PURE_005","PSTSTESX_11","15","32ED5FFC4BE43FAB0001268E"
"Istanbul","PURE_005","SEAPRDRAC01_OS_4","0.488","32ED5FFC4BE43FAB00012690"
"Istanbul","PURE_005","SEAPRDRAC02_OS_4","0.488","32ED5FFC4BE43FAB00012691"
"Istanbul","PURE_005","FEAGTPRDDB03_01","0.195","32ED5FFC4BE43FAB00012692"
"Istanbul","PURE_005","FEAGTPRDDB04_01","0.195","32ED5FFC4BE43FAB00012693"
"Istanbul","PURE_005","FEAGTPRDDB0304_01","0.195","32ED5FFC4BE43FAB00012694"
"Istanbul","PURE_005","FEAGTPRDDB0304_02","0.098","32ED5FFC4BE43FAB00012695"
"Istanbul","PURE_005","FEAGTPRDDB0304_03","0.098","32ED5FFC4BE43FAB00012696"
"Istanbul","PURE_005","FEAGTPRDDB0304_04","0.146","32ED5FFC4BE43FAB00012697"
"Istanbul","PURE_005","FEAGTPRDDB0304_05","0.146","32ED5FFC4BE43FAB00012698"
"Istanbul","PURE_005","ELKPRDDAT02_12","2","32ED5FFC4BE43FAB0001269A"
"Istanbul","PURE_005","ELKPRDDAT02_13","2","32ED5FFC4BE43FAB0001269B"
"Istanbul","PURE_005","ELKPRDDAT06_11","2","32ED5FFC4BE43FAB0001269C"
"Istanbul","PURE_005","ELKPRDDAT06_12","2","32ED5FFC4BE43FAB0001269D"
"Istanbul","PURE_005","ELKPRDDAT09_08","2","32ED5FFC4BE43FAB0001269E"
"Istanbul","PURE_005","ELKPRDDAT09_09","2","32ED5FFC4BE43FAB0001269F"
"Istanbul","PURE_005","ELKPRDDAT10_07","2","32ED5FFC4BE43FAB000126A0"
"Istanbul","PURE_005","ELKPRDDAT10_08","2","32ED5FFC4BE43FAB000126A1"
"Istanbul","PURE_005","ELKPRDDAT12_07","2","32ED5FFC4BE43FAB000126A2"
"Istanbul","PURE_005","ELKPRDDAT12_08","2","32ED5FFC4BE43FAB000126A3"
"Istanbul","PURE_005","CBDEVDB01_ROOT_2","0.293","32ED5FFC4BE43FAB000126A4"
"Istanbul","PURE_005","KFTPRDRAC01_ROOT_2","0.293","32ED5FFC4BE43FAB000126A5"
"Istanbul","PURE_005","KFTPRDRAC02_ROOT_2","0.293","32ED5FFC4BE43FAB000126A6"
"Istanbul","PURE_005","TNGPRDRAC01_01","0.293","32ED5FFC4BE43FAB000126A7"
"Istanbul","PURE_005","TNGPRDRAC01_02","0.293","32ED5FFC4BE43FAB000126A8"
"Istanbul","PURE_005","TNGPRDRAC02_01","0.293","32ED5FFC4BE43FAB000126A9"
"Istanbul","PURE_005","TNGPRDRAC02_02","0.293","32ED5FFC4BE43FAB000126AA"
"Istanbul","PURE_005","TNGPRDRAC01_03","0.488","32ED5FFC4BE43FAB000126AB"
"Istanbul","PURE_005","TNGPRDRAC01_04","0.488","32ED5FFC4BE43FAB000126AC"
"Istanbul","PURE_005","TNGPRDRAC02_03","0.488","32ED5FFC4BE43FAB000126AD"
"Istanbul","PURE_005","TNGPRDRAC02_04","0.488","32ED5FFC4BE43FAB000126AE"
"Istanbul","PURE_005","TNGPRDRAC0102_01","0.016","32ED5FFC4BE43FAB000126AF"
"Istanbul","PURE_005","TNGPRDRAC0102_02","4","32ED5FFC4BE43FAB000126B0"
"Istanbul","PURE_005","TNGPRDRAC0102_03","4","32ED5FFC4BE43FAB000126B1"
"Istanbul","PURE_005","TNGPRDRAC0102_04","0.016","32ED5FFC4BE43FAB000126B2"
"Istanbul","PURE_005","FEAGTPRDDB0304_06","1","32ED5FFC4BE43FAB000126B3"
"Istanbul","PURE_005","FEAGTPRDDB0304_07","1","32ED5FFC4BE43FAB000126B4"
"Istanbul","PURE_005","FEAGTPRDDB0304_09","1","32ED5FFC4BE43FAB000126B6"
"Istanbul","PURE_005","FEAGTPRDDB0304_11","1","32ED5FFC4BE43FAB000126B8"
"Istanbul","PURE_005","FEAGTPRDDB0304_12","1","32ED5FFC4BE43FAB000126B9"
"Istanbul","PURE_005","FEAGTPRDDB0304_13","1","32ED5FFC4BE43FAB000126BA"
"Istanbul","PURE_005","FEAGTPRDDB0304_14","1","32ED5FFC4BE43FAB000126BB"
"Istanbul","PURE_005","FEAGTPRDDB0304_15","1","32ED5FFC4BE43FAB000126BC"
"Istanbul","PURE_005","FEAGTPRDDB0304_16","1","32ED5FFC4BE43FAB000126BD"
"Istanbul","PURE_005","FEAGTPRDDB0304_17","1","32ED5FFC4BE43FAB000126BE"
"Istanbul","PURE_005","FEAGTPRDDB0304_18","1","32ED5FFC4BE43FAB000126BF"
"Istanbul","PURE_005","FEAGTPRDDB0304_19","1","32ED5FFC4BE43FAB000126C0"
"Istanbul","PURE_005","FEAGTPRDDB0304_20","1","32ED5FFC4BE43FAB000126C1"
"Istanbul","PURE_005","FEAGTPRDDB0304_21","1","32ED5FFC4BE43FAB000126C2"
"Istanbul","PURE_005","FEAGTPRDDB0304_22","1","32ED5FFC4BE43FAB000126C3"
"Istanbul","PURE_005","FEAGTPRDDB0304_23","1","32ED5FFC4BE43FAB000126C4"
"Istanbul","PURE_005","FEAGTPRDDB0304_24","1","32ED5FFC4BE43FAB000126C5"
"Istanbul","PURE_005","FEAGTPRDDB0304_25","1","32ED5FFC4BE43FAB000126C6"
"Istanbul","PURE_005","FEAGTPRDDB0304_26","1","32ED5FFC4BE43FAB000126C7"
"Istanbul","PURE_005","FEAGTPRDDB0304_27","1","32ED5FFC4BE43FAB000126C8"
"Istanbul","PURE_005","FEAGTPRDDB0304_49","1","32ED5FFC4BE43FAB000126E1"
"Istanbul","PURE_005","FEAGTPRDDB0304_50","1","32ED5FFC4BE43FAB000126E2"
"Istanbul","PURE_005","CLWPRDGENGPU1004_01","0.003","32ED5FFC4BE43FAB000126E3"
"Istanbul","PURE_005","CLWPRDGENGPU1004_02","0.062","32ED5FFC4BE43FAB000126E4"
"Istanbul","PURE_005","CLWPRDGENGPU1004_03","3","32ED5FFC4BE43FAB000126E5"
"Istanbul","PURE_005","CLWPRDGENGPU1101_01","0.003","32ED5FFC4BE43FAB000126E6"
"Istanbul","PURE_005","CLWPRDGENGPU1101_02","0.062","32ED5FFC4BE43FAB000126E7"
"Istanbul","PURE_005","CLWPRDGENGPU1101_03","3","32ED5FFC4BE43FAB000126E8"
"Istanbul","PURE_005","CLWPRDGENGPU1102_01","0.003","32ED5FFC4BE43FAB000126E9"
"Istanbul","PURE_005","CLWPRDGENGPU1102_02","0.062","32ED5FFC4BE43FAB000126EA"
"Istanbul","PURE_005","CLWPRDGENGPU1102_03","3","32ED5FFC4BE43FAB000126EB"
"Istanbul","PURE_005","CLWPRDGENGPU1103_01","0.003","32ED5FFC4BE43FAB000126EC"
"Istanbul","PURE_005","CLWPRDGENGPU1103_02","0.062","32ED5FFC4BE43FAB000126ED"
"Istanbul","PURE_005","CLWPRDGENGPU1103_03","3","32ED5FFC4BE43FAB000126EE"
"Istanbul","PURE_005","CLWPRDGENGPU1104_01","0.003","32ED5FFC4BE43FAB000126EF"
"Istanbul","PURE_005","CLWPRDGENGPU1104_02","0.062","32ED5FFC4BE43FAB000126F0"
"Istanbul","PURE_005","CLWPRDGENGPU1104_03","3","32ED5FFC4BE43FAB000126F1"
"Istanbul","PURE_005","SCMPRDDB02_01","8.002","32ED5FFC4BE43FAB000126F2"
"Istanbul","PURE_005","SCMPRDDB02_02","5.234","32ED5FFC4BE43FAB000126F3"
"Istanbul","PURE_005","SCMPRDDB02_03","4.502","32ED5FFC4BE43FAB000126F4"
"Istanbul","PURE_005","SCMPRDDB02_04","4.002","32ED5FFC4BE43FAB000126F5"
"Istanbul","PURE_005","SCMPRDDB02_05","2.502","32ED5FFC4BE43FAB000126F6"
"Istanbul","PURE_005","SCMPRDDB02_06","2.502","32ED5FFC4BE43FAB000126F7"
"Istanbul","PURE_005","SCMPRDDB02_07","2.502","32ED5FFC4BE43FAB000126F8"
"Istanbul","PURE_005","SCMPRDDB02_08","2.002","32ED5FFC4BE43FAB000126F9"
"Istanbul","PURE_005","SCMPRDDB02_09","2.002","32ED5FFC4BE43FAB000126FA"
"Istanbul","PURE_005","SCMPRDDB02_10","2.002","32ED5FFC4BE43FAB000126FB"
"Istanbul","PURE_005","SCMPRDDB02_11","2.002","32ED5FFC4BE43FAB000126FC"
"Istanbul","PURE_005","SCMPRDDB02_12","0.252","32ED5FFC4BE43FAB000126FD"
"Istanbul","PURE_005","SCMPRDDB02_13","0.178","32ED5FFC4BE43FAB000126FE"
"Istanbul","PURE_005","FBPRDESX_SQL_56","6","32ED5FFC4BE43FAB00012716"
"Istanbul","PURE_005","FEPRDVM_UNIX_00","10","32ED5FFC4BE43FAB0001271C"
"Istanbul","PURE_005","FEPRDVM_UNIX_01","10","32ED5FFC4BE43FAB0001271D"
"Istanbul","PURE_005","FEPRDVM_UNIX_02","10","32ED5FFC4BE43FAB0001271E"
"Istanbul","PURE_005","FEPRDVM_UNIX_03","10","32ED5FFC4BE43FAB0001271F"
"Istanbul","PURE_005","FEPRDVM_UNIX_04","10","32ED5FFC4BE43FAB00012720"
"Istanbul","PURE_005","FEPRDVM_UNIX_05","10","32ED5FFC4BE43FAB00012721"
"Istanbul","PURE_005","FEPRDVM_UNIX_06","10","32ED5FFC4BE43FAB00012722"
"Istanbul","PURE_005","FEPRDVM_UNIX_07","10","32ED5FFC4BE43FAB00012723"
"Istanbul","PURE_005","FEPRDVM_UNIX_09","10","32ED5FFC4BE43FAB00012725"
"Istanbul","PURE_005","SEAPRDRAC_ASM_02","2","32ED5FFC4BE43FAB00012726"
"Istanbul","PURE_005","SEAPRDRAC_ASM_03","2","32ED5FFC4BE43FAB00012727"
"Istanbul","PURE_005","GENTSTRAC0102_DATA_00","2","32ED5FFC4BE43FAB0001272D"
"Istanbul","PURE_005","GENTSTRAC0102_DATA_01","2","32ED5FFC4BE43FAB0001272E"
"Istanbul","PURE_005","GENTSTRAC0102_DATA_02","2","32ED5FFC4BE43FAB0001272F"
"Istanbul","PURE_005","GENTSTRAC0102_DATA_03","2","32ED5FFC4BE43FAB00012730"
"Istanbul","PURE_005","GENTSTRAC0102_DATA_04","2","32ED5FFC4BE43FAB00012731"
